Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
ERR950163_1_val_1 - polya	(1, 0.003855022316270657)	(2, 0.015882691943035106)	(3, 0.01900752767940038)	(4, 0.023733331507110995)	(5, 0.028871849488681177)	(6, 0.037234980254802465)	(7, 0.04411052593888048)	(8, 0.05409730139820752)	(9, 0.061625933215865514)	(10, 0.07571490595174174)	(12, 0.08923696364110759)	(14, 0.10142563714108098)	(16, 0.1121856847238482)	(18, 0.12158286853480443)	(20, 0.13013875041673925)	(22, 0.1399237041195086)	(24, 0.15086516451715914)	(26, 0.16715603529368173)	(28, 0.1815851570574642)	(30, 0.20050878130998104)	(32, 0.22967542662284762)	(34, 0.2598942662620375)	(36, 0.27983606993808696)	(38, 0.3017076524324579)	(40, 0.3203863693848822)	(42, 0.3382895465536804)	(44, 0.3556348793167122)	(46, 0.3743612171330435)	(48, 0.3898153213009168)	(50, 0.4025573038862843)	(52, 0.4144398432611421)	(54, 0.4259028655015822)	(56, 0.43704161233541833)	(58, 0.4471871240077683)	(60, 0.45674531169193344)	(62, 0.4670745038393528)	(64, 0.47786403100453856)	(66, 0.48724760885437857)	(68, 0.49562434558161605)	(70, 0.5039171788819701)	(72, 0.5122961832693936)	(74, 0.5206978642586776)	(76, 0.5287843404821018)	(78, 0.5368594784045959)	(80, 0.5455922377810418)	(82, 0.5580190156005497)	(84, 0.5680216646811791)	(86, 0.5751489206459077)	(88, 0.5806978851211513)	(90, 0.5818045032919397)
ERR950163_2_val_2 - polya	(1, 6.802980558124689e-05)	(2, 0.0017551689839961696)	(3, 0.002707586262133626)	(4, 0.003941193403340236)	(5, 0.00648550813207887)	(6, 0.013742020727411871)	(7, 0.024078015855389313)	(8, 0.035806354337596276)	(9, 0.042568517012372215)	(10, 0.05117882273877203)	(12, 0.06157150937140051)	(14, 0.0723134156726794)	(16, 0.0801323079941507)	(18, 0.08709856008567038)	(20, 0.09343440264547051)	(22, 0.09989723417568896)	(24, 0.10908352558934334)	(26, 0.13300734055208183)	(28, 0.14898527422293067)	(30, 0.16541220461061576)	(32, 0.18689828487335958)	(34, 0.2080464837683832)	(36, 0.22035307559803075)	(38, 0.23272542957307352)	(40, 0.2434401239521199)	(42, 0.2559281285966508)	(44, 0.2719355418499182)	(46, 0.2882037360245804)	(48, 0.2991746760046494)	(50, 0.3085741274757917)	(52, 0.3174656230652607)	(54, 0.3258423597924982)	(56, 0.3336431108324812)	(58, 0.34119215159181354)	(60, 0.3477933103933806)	(62, 0.35498406084331835)	(64, 0.36165098179028055)	(66, 0.3681591665242198)	(68, 0.37409363323109057)	(70, 0.38098505253647086)	(72, 0.3876769177454795)	(74, 0.39411480501365154)	(76, 0.4019382326554949)	(78, 0.40868225404878256)	(80, 0.41439902537779333)	(82, 0.4195488816602937)	(84, 0.4241544994981441)	(86, 0.4286694109285529)	(88, 0.43346777988221685)	(90, 0.43456986273263304)
ERR950164_1_val_1 - polya	(1, 0.003002222398028038)	(2, 0.01753228330894752)	(3, 0.021809580856717196)	(4, 0.02786618781798998)	(5, 0.035110932986976554)	(6, 0.04688219493754595)	(7, 0.05599318646206347)	(8, 0.07120135552080009)	(9, 0.08171492971003343)	(10, 0.0994877385585913)	(12, 0.11628105786030218)	(14, 0.13026631393451388)	(16, 0.14232446779377514)	(18, 0.15301481376513174)	(20, 0.16280970923360158)	(22, 0.17336675189384884)	(24, 0.1849351609796866)	(26, 0.20299775963500394)	(28, 0.21951577862029334)	(30, 0.24160065979343204)	(32, 0.2776823886330528)	(34, 0.31685037891466183)	(36, 0.3422910260500751)	(38, 0.37006737902796966)	(40, 0.39216385179337876)	(42, 0.41243175087813555)	(44, 0.43159555079913886)	(46, 0.45307477127615026)	(48, 0.4704476701913801)	(50, 0.4840735869052101)	(52, 0.4964765906345151)	(54, 0.5084709907362892)	(56, 0.5202857211578726)	(58, 0.5309963524157023)	(60, 0.5406057824078461)	(62, 0.5511135608009442)	(64, 0.5611605734012949)	(66, 0.5704541325040708)	(68, 0.5794492081058846)	(70, 0.588360244663738)	(72, 0.5971466716046849)	(74, 0.6064663117900693)	(76, 0.6148296456131475)	(78, 0.6228713127507225)	(80, 0.632161973955431)	(82, 0.6451619446866603)	(84, 0.6556784167739613)	(86, 0.6625754141748366)	(88, 0.6682089280182405)	(90, 0.6693506998568728)
ERR950164_2_val_2 - polya	(1, 6.954955362227116e-05)	(2, 0.0017909010057734823)	(3, 0.0025385587072128974)	(4, 0.0040396699062269165)	(5, 0.006717327720684356)	(6, 0.01462279364908251)	(7, 0.02548991140256238)	(8, 0.0383275998420066)	(9, 0.045827360040941505)	(10, 0.05596710537945512)	(12, 0.06789485382567462)	(14, 0.08369709198826815)	(16, 0.09303991535819324)	(18, 0.10063530619335878)	(20, 0.10814086218842886)	(22, 0.11547544219751088)	(24, 0.1259455479157303)	(26, 0.1518440629458235)	(28, 0.16957919911950264)	(30, 0.18755775873085975)	(32, 0.21141905141943396)	(34, 0.23599322703263642)	(36, 0.24978142603825165)	(38, 0.2642883037646304)	(40, 0.27659857475577243)	(42, 0.2899202121725049)	(44, 0.30529645931916205)	(46, 0.3216724812991393)	(48, 0.3335944339492236)	(50, 0.3434241041945046)	(52, 0.35319002068229854)	(54, 0.3623589701681679)	(56, 0.37096282953085635)	(58, 0.3791493915718112)	(60, 0.3866607433630165)	(62, 0.39452563871846835)	(64, 0.4021471106362422)	(66, 0.40909337230426657)	(68, 0.4160541234626288)	(70, 0.4248869167726573)	(72, 0.4344238993131112)	(74, 0.4420917375999666)	(76, 0.45097669307521177)	(78, 0.458716978813757)	(80, 0.4652140662813042)	(82, 0.47106782037784534)	(84, 0.47609277562705443)	(86, 0.4810742624052496)	(88, 0.4863339473979339)	(90, 0.48749020872690413)
ERR950165_1_val_1 - polya	(1, 0.002339937206404639)	(2, 0.006449536787478938)	(3, 0.0078028080151675006)	(4, 0.009563418408381048)	(5, 0.011563906310181534)	(6, 0.015162068938985572)	(7, 0.01804512503275686)	(8, 0.023530625795159996)	(9, 0.027997778643750672)	(10, 0.036031412186048994)	(12, 0.047115563479056655)	(14, 0.05672650479008229)	(16, 0.06583958712102182)	(18, 0.07400447439443375)	(20, 0.08182538637251348)	(22, 0.09061259737103303)	(24, 0.10123057161905098)	(26, 0.11652615728451418)	(28, 0.12944786081311233)	(30, 0.14528882836130622)	(32, 0.17258960443293636)	(34, 0.2034297052539058)	(36, 0.22409085292747868)	(38, 0.248379582169588)	(40, 0.2681604246465541)	(42, 0.2848862233820828)	(44, 0.30097159442959165)	(46, 0.31874968600939324)	(48, 0.33308123564978065)	(50, 0.3454032454069115)	(52, 0.3559940637105611)	(54, 0.366200172802326)	(56, 0.3763067100980737)	(58, 0.3857999756501699)	(60, 0.39463244655596996)	(62, 0.4042841217835481)	(64, 0.4143748181117476)	(66, 0.4233883286466699)	(68, 0.43145138112870063)	(70, 0.4398606719014275)	(72, 0.4477721036940684)	(74, 0.4570209657468496)	(76, 0.4655117243526815)	(78, 0.4744234000962225)	(80, 0.4848716496919384)	(82, 0.5000495595984722)	(84, 0.5118103465053241)	(86, 0.5194728488079219)	(88, 0.5255738843093406)	(90, 0.526834372727104)
ERR950165_2_val_2 - polya	(1, 4.073391655249855e-05)	(2, 0.0015659927919071666)	(3, 0.002421405039509636)	(4, 0.0036886824433651467)	(5, 0.006227763241804223)	(6, 0.01343314048086841)	(7, 0.023480839897151388)	(8, 0.03442468547758933)	(9, 0.041326821337873805)	(10, 0.04998051560991572)	(12, 0.060421976219539514)	(14, 0.07301328242498963)	(16, 0.08106049393947212)	(18, 0.08729052017664037)	(20, 0.09363369618201)	(22, 0.09999723914565589)	(24, 0.10975980114607137)	(26, 0.13491073162187522)	(28, 0.15097573571110784)	(30, 0.16844379692603761)	(32, 0.18925430229363632)	(34, 0.20816162856008774)	(36, 0.21969385293517288)	(38, 0.2306761694367993)	(40, 0.2407442358113585)	(42, 0.25212031350632574)	(44, 0.2663092944387794)	(46, 0.2806634740328071)	(48, 0.2909668919252252)	(50, 0.3002021760058222)	(52, 0.3089169711526929)	(54, 0.31683745492678983)	(56, 0.3245655840949444)	(58, 0.33197010492604306)	(60, 0.3384739536022586)	(62, 0.34516789388905256)	(64, 0.3515563298017028)	(66, 0.3578497199090638)	(68, 0.3638557096051933)	(70, 0.37141864011177383)	(72, 0.3794183287236118)	(74, 0.38609869103822153)	(76, 0.3935801537116971)	(78, 0.40030124994285937)	(80, 0.40601531323702933)	(82, 0.4112360435418412)	(84, 0.41557873164541037)	(86, 0.42026765803967575)	(88, 0.4249045355405685)	(90, 0.4259093054821968)
ERR950166_1_val_1 - polya	(1, 0.003843296112703125)	(2, 0.018308427181446908)	(3, 0.024119172288632255)	(4, 0.029734765572478273)	(5, 0.03699520993875578)	(6, 0.04692803947770044)	(7, 0.054706233579368005)	(8, 0.06684945621940099)	(9, 0.07556358253504289)	(10, 0.09059624696757962)	(12, 0.10526250389507108)	(14, 0.11696763060515863)	(16, 0.12689846879896718)	(18, 0.1357061883360065)	(20, 0.14374524865050523)	(22, 0.15278197287819786)	(24, 0.1632584396393021)	(26, 0.17885863743563177)	(28, 0.19306091094640826)	(30, 0.21155055053524172)	(32, 0.24184289274583234)	(34, 0.27282822306379123)	(36, 0.29396834302879454)	(38, 0.3165183353501677)	(40, 0.3357348159136833)	(42, 0.354108957484622)	(44, 0.3714296774785556)	(46, 0.39062027055530174)	(48, 0.40657492778585996)	(50, 0.4191861165328801)	(52, 0.43044916462275)	(54, 0.4414115195970665)	(56, 0.4522683332791687)	(58, 0.46236246177413876)	(60, 0.4717237752590182)	(62, 0.4821942679847141)	(64, 0.49277428469289636)	(66, 0.5017831300886834)	(68, 0.5100253076070659)	(70, 0.5179389131779892)	(72, 0.5258983196870435)	(74, 0.53448699125911)	(76, 0.5424165275911224)	(78, 0.5504954148083434)	(80, 0.5600220099395204)	(82, 0.573553200139426)	(84, 0.5840535630421636)	(86, 0.591570890931)	(88, 0.5980945375969148)	(90, 0.5995263147497819)
ERR950166_2_val_2 - polya	(1, 4.779228326677461e-05)	(2, 0.0018001760030485103)	(3, 0.002831692783556396)	(4, 0.004038447936042455)	(5, 0.006659058135170596)	(6, 0.013919502501448106)	(7, 0.023868262801481688)	(8, 0.035075553227540336)	(9, 0.041814265168155555)	(10, 0.050749430793906286)	(12, 0.061470833006752726)	(14, 0.07464358108215749)	(16, 0.08262489238770884)	(18, 0.08941737064699919)	(20, 0.09599677497672515)	(22, 0.10206241226133331)	(24, 0.1114516045781184)	(26, 0.13320705019018142)	(28, 0.14803858876397047)	(30, 0.16393151429530917)	(32, 0.18394851560354325)	(34, 0.2031012731227032)	(36, 0.21423687512386166)	(38, 0.22501403500051936)	(40, 0.23514599905307557)	(42, 0.2464548480810761)	(44, 0.2613401529735403)	(46, 0.2762652847687268)	(48, 0.2863215777061106)	(50, 0.29541405959761446)	(52, 0.3037856745498445)	(54, 0.31151010233283694)	(56, 0.3191907205228348)	(58, 0.3265089138980597)	(60, 0.33298277693557154)	(62, 0.3395721379909781)	(64, 0.3458608059308312)	(66, 0.3520120710562923)	(68, 0.35807571699576435)	(70, 0.3654138238223503)	(72, 0.3727718441002975)	(74, 0.3793791272619291)	(76, 0.3867889225134153)	(78, 0.39317715771007417)	(80, 0.3988604567285481)	(82, 0.4038109407369315)	(84, 0.40817397793016086)	(86, 0.412604720858018)	(88, 0.41718680601622005)	(90, 0.4183178900535337)
ERR950167_1_val_1 - polya	(1, 0.016800494823200535)	(2, 0.024876555615056868)	(3, 0.027298420362555694)	(4, 0.029580439901537532)	(5, 0.032459979876910156)	(6, 0.03694773975022819)	(7, 0.04234131517871312)	(8, 0.04918101719527149)	(9, 0.05560754018666602)	(10, 0.06523302232288676)	(12, 0.07901572111229446)	(14, 0.09397439097332233)	(16, 0.11107205686462149)	(18, 0.12410467680834714)	(20, 0.13609481428858247)	(22, 0.14860937130075655)	(24, 0.154845196280537)	(26, 0.1658055644980563)	(28, 0.17497337140640323)	(30, 0.1865137794092487)	(32, 0.2021478380614098)	(34, 0.22150209709014224)	(36, 0.23242909315562907)	(38, 0.24484671201189928)	(40, 0.2562170809543889)	(42, 0.2681611330818175)	(44, 0.2779709566292652)	(46, 0.28839260296397473)	(48, 0.2956359491051162)	(50, 0.30015231368017636)	(52, 0.30539015239917644)	(54, 0.31103640269305005)	(56, 0.31603586889753255)	(58, 0.32037742696194643)	(60, 0.32370351811451537)	(62, 0.32803077382805823)	(64, 0.33234213804063323)	(66, 0.33597016771159116)	(68, 0.33911032830283633)	(70, 0.34188180607162766)	(72, 0.3448503384524202)	(74, 0.3479015066382455)	(76, 0.35121170628984655)	(78, 0.35495892221806324)	(80, 0.3586473395926989)	(82, 0.3636023095944715)	(84, 0.36732092082094603)	(86, 0.36960135120983106)	(88, 0.3714860832246169)	(90, 0.3718643009476515)
ERR950167_2_val_2 - polya	(1, 6.356600387136034e-05)	(2, 0.0008009316487791402)	(3, 0.0011950408727815743)	(4, 0.0016527161006553686)	(5, 0.002647524061242158)	(6, 0.005126598212225211)	(7, 0.008842031138506222)	(8, 0.012954751588983236)	(9, 0.014737777997574893)	(10, 0.01698483623442748)	(12, 0.019482980186571942)	(14, 0.02185717043116725)	(16, 0.02364814259024283)	(18, 0.025167370082768342)	(20, 0.026619853271228927)	(22, 0.02837904242836882)	(24, 0.031077419292708068)	(26, 0.041521313728772574)	(28, 0.0474806265917126)	(30, 0.052017650118030945)	(32, 0.05967894273462665)	(34, 0.06770732902357945)	(36, 0.07069652035563018)	(38, 0.07355063392945425)	(40, 0.07602494063014696)	(42, 0.07827994461748347)	(44, 0.0812691359495342)	(46, 0.08466514970636162)	(48, 0.08693127774437562)	(50, 0.08862849004774093)	(52, 0.09031140000023519)	(54, 0.092019736354278)	(56, 0.09344361484099648)	(58, 0.09497078808400591)	(60, 0.09624846476182025)	(62, 0.09757858339282846)	(64, 0.0985495541019635)	(66, 0.0995920365654538)	(68, 0.10063134072875055)	(70, 0.10170560619417654)	(72, 0.10289746876676453)	(74, 0.10412111434128822)	(76, 0.10533999246552156)	(78, 0.1064206145313347)	(80, 0.1073629805387276)	(82, 0.10832600549737872)	(84, 0.10903635559064116)	(86, 0.10996441924716302)	(88, 0.1108416301005878)	(90, 0.11100849086075013)
ERR950168_1_val_1 - polya	(1, 0.0037411303685063687)	(2, 0.008014313992108267)	(3, 0.009099367480846396)	(4, 0.010444163503568171)	(5, 0.01256818712824088)	(6, 0.014956142682606647)	(7, 0.01745302252541717)	(8, 0.021223478663889433)	(9, 0.024319442093146102)	(10, 0.032384028833767335)	(12, 0.039445255301984)	(14, 0.0469149478518685)	(16, 0.055530440128277625)	(18, 0.06270059088493904)	(20, 0.06885690787992237)	(22, 0.07682723321708179)	(24, 0.08523325570802023)	(26, 0.09720864334337909)	(28, 0.10776382583324672)	(30, 0.12066716461824069)	(32, 0.14158691209319763)	(34, 0.16875933266445442)	(36, 0.18502675620410752)	(38, 0.20384342703293884)	(40, 0.220339172638755)	(42, 0.23399869734929812)	(44, 0.24568082728499802)	(46, 0.2583202341402989)	(48, 0.26818416633811326)	(50, 0.27674100707459065)	(52, 0.2879099360358873)	(54, 0.29961720234584377)	(56, 0.3102645515413185)	(58, 0.31805473286297314)	(60, 0.3257946414361148)	(62, 0.3328035004579638)	(64, 0.3401977838850788)	(66, 0.3474747642323303)	(68, 0.35356824029167244)	(70, 0.3594543412633986)	(72, 0.36890352328598097)	(74, 0.3812433883480588)	(76, 0.38998875189145976)	(78, 0.3969326752798129)	(80, 0.40574087975885503)	(82, 0.41702501710216067)	(84, 0.4265956916003161)	(86, 0.43267241007682056)	(88, 0.43779185163372397)	(90, 0.43880149599969265)
ERR950168_2_val_2 - polya	(1, 3.3515165675309016e-05)	(2, 0.00114370502866992)	(3, 0.0017721143850819641)	(4, 0.0026183723183835165)	(5, 0.004268994227892485)	(6, 0.008839624946862752)	(7, 0.015773074845942304)	(8, 0.023343312892852727)	(9, 0.027985163338883026)	(10, 0.033517260373163715)	(12, 0.039996160837771896)	(14, 0.04668034169214133)	(16, 0.05145415810301816)	(18, 0.055890728159287195)	(20, 0.05993977911243546)	(22, 0.06452716741424339)	(24, 0.07101444667027038)	(26, 0.08712057847511107)	(28, 0.09716674938628495)	(30, 0.10779524630106732)	(32, 0.12152808543652519)	(34, 0.13359354507963644)	(36, 0.14068200261996427)	(38, 0.14826480885400295)	(40, 0.15482330783708997)	(42, 0.16142998487083526)	(44, 0.1691510411632846)	(46, 0.17742928708508593)	(48, 0.18353533133155628)	(50, 0.18894803058811868)	(52, 0.19444242306101467)	(54, 0.19926860691825915)	(56, 0.20418486278325604)	(58, 0.20932106192299715)	(60, 0.2146813937331919)	(62, 0.21934628585562396)	(64, 0.22350007170150757)	(66, 0.22770413029590414)	(68, 0.23179088581043714)	(70, 0.23636361122726213)	(72, 0.24069125699508637)	(74, 0.24476963371820054)	(76, 0.24906795371605894)	(78, 0.25298713340221535)	(80, 0.2566633281372258)	(82, 0.25973415519222603)	(84, 0.2625578079003708)	(86, 0.26540869168062675)	(88, 0.2679830753440614)	(90, 0.2685528331605417)
ERR950169_1_val_1 - polya	(1, 0.026994492718856983)	(2, 0.039788456434289556)	(3, 0.051484143144029874)	(4, 0.055848349140333306)	(5, 0.061532414345231816)	(6, 0.06997501740945677)	(7, 0.07679910699160894)	(8, 0.08641384779582709)	(9, 0.09438117309150687)	(10, 0.11252843437562068)	(12, 0.13192169413402866)	(14, 0.15118489477334146)	(16, 0.17113371570714347)	(18, 0.18691422215735323)	(20, 0.20071012279025946)	(22, 0.21541162025242067)	(24, 0.23234017942056895)	(26, 0.25856716276995095)	(28, 0.27965761374914355)	(30, 0.305643746877979)	(32, 0.3477315200844196)	(34, 0.39690671244747655)	(36, 0.4263723284291412)	(38, 0.45945551472341484)	(40, 0.48569534341789267)	(42, 0.507570966116067)	(44, 0.5278312866684425)	(46, 0.5494323401151939)	(48, 0.5659915956118374)	(50, 0.5791998217066101)	(52, 0.5929700316493247)	(54, 0.606616605145492)	(56, 0.61973170248832)	(58, 0.6305812020898733)	(60, 0.6403484813671043)	(62, 0.6512300943313973)	(64, 0.6623381065030041)	(66, 0.6720893290988653)	(68, 0.6809124755115539)	(70, 0.6898014543178583)	(72, 0.7009817215556291)	(74, 0.7153123096781486)	(76, 0.7258503096611286)	(78, 0.7364814383960532)	(80, 0.7483184239018474)	(82, 0.7635192841546086)	(84, 0.7746995513923792)	(86, 0.7820021300793505)	(88, 0.7876669272666053)	(90, 0.7889000803958036)
ERR950169_2_val_2 - polya	(1, 0.00016056681369769796)	(2, 0.0017726576232225855)	(3, 0.002379600178999884)	(4, 0.003638443998389836)	(5, 0.00591207008034924)	(6, 0.01232831995570925)	(7, 0.02206830287461161)	(8, 0.032267506880689384)	(9, 0.038385102482571674)	(10, 0.046736182462988954)	(12, 0.05629633055054988)	(14, 0.06729034028443126)	(16, 0.0747165554179498)	(18, 0.08075868461739417)	(20, 0.08681365916193437)	(22, 0.09280119564472153)	(24, 0.10230032834307734)	(26, 0.12948910690650853)	(28, 0.1460708417570698)	(30, 0.1618979125832519)	(32, 0.18398869481178118)	(34, 0.20631872159272002)	(36, 0.21864061887588138)	(38, 0.2307746529870164)	(40, 0.23981777593447073)	(42, 0.25054203342134)	(44, 0.2662037204294134)	(46, 0.28237600990504563)	(48, 0.2924050130886038)	(50, 0.3010691983557316)	(52, 0.3087089673514681)	(54, 0.3157337654507424)	(56, 0.32324508099552063)	(58, 0.32986364505613974)	(60, 0.33579980015854366)	(62, 0.3414373009874698)	(64, 0.34680665523752086)	(66, 0.3522851949208863)	(68, 0.35741369895039077)	(70, 0.3638733018654492)	(72, 0.37095750968579166)	(74, 0.3770397805886604)	(76, 0.38313329116848804)	(78, 0.38815582110095204)	(80, 0.3924445606948176)	(82, 0.39602198930400223)	(84, 0.39937462437401017)	(86, 0.40290709427535953)	(88, 0.4066499067026529)	(90, 0.4074286557490867)
ERR950170_1_val_1 - polya	(1, 0.0029376431757651617)	(2, 0.017329164419632146)	(3, 0.02369527893269929)	(4, 0.029405734931474713)	(5, 0.03651908037703075)	(6, 0.05280065633248729)	(7, 0.06342305684335882)	(8, 0.07847023660151753)	(9, 0.08885454882507643)	(10, 0.1056910536348078)	(12, 0.12387367299203755)	(14, 0.13823589106208145)	(16, 0.15018242874008403)	(18, 0.1598982623108036)	(20, 0.16869654025118752)	(22, 0.17901492033364447)	(24, 0.19119405195386788)	(26, 0.2133325997772153)	(28, 0.22989988167744702)	(30, 0.25073810116239464)	(32, 0.287916502950445)	(34, 0.3284208149674165)	(36, 0.35281570717514216)	(38, 0.3799284687549598)	(40, 0.40098279914685275)	(42, 0.4209400919687436)	(44, 0.43997067191847916)	(46, 0.46192607490543225)	(48, 0.47887796096209206)	(50, 0.49225852270906234)	(52, 0.5052911092668833)	(54, 0.5177797556606132)	(56, 0.5296951587164287)	(58, 0.540194852186916)	(60, 0.549603002432493)	(62, 0.5595294525650661)	(64, 0.5697892262998769)	(66, 0.5791753991650866)	(68, 0.5874718602537501)	(70, 0.5958287591384237)	(72, 0.6039951873932472)	(74, 0.6121762672349822)	(76, 0.6205331661196558)	(78, 0.6288058183795879)	(80, 0.6381333848971515)	(82, 0.6509626806865748)	(84, 0.6619019217644085)	(86, 0.6696654313791646)	(88, 0.6760645119627826)	(90, 0.677606591485223)
ERR950170_2_val_2 - polya	(1, 9.889821165294185e-05)	(2, 0.0025127471553303003)	(3, 0.0035493469293222464)	(4, 0.004882641338273018)	(5, 0.007322130559045584)	(6, 0.015724815652817754)	(7, 0.025556030470465754)	(8, 0.03661431569195581)	(9, 0.04295112703119986)	(10, 0.05077873733869381)	(12, 0.06003854026679148)	(14, 0.06988990101644285)	(16, 0.0770160666005465)	(18, 0.08327412566014099)	(20, 0.08950471299427631)	(22, 0.0961052528979282)	(24, 0.10822577817050544)	(26, 0.15270982748232587)	(28, 0.1750113742100643)	(30, 0.19337530695532443)	(32, 0.2160486377009433)	(34, 0.23710663098956414)	(36, 0.24910078632502927)	(38, 0.26084220178627016)	(40, 0.27132724366984595)	(42, 0.2820796770145575)	(44, 0.29598769589034346)	(46, 0.311459771668937)	(48, 0.32218473328818936)	(50, 0.3305874183819615)	(52, 0.3389443172666351)	(54, 0.34687265723414595)	(56, 0.3547002675416399)	(58, 0.36201690375559364)	(60, 0.36850389386068105)	(62, 0.37516487156034306)	(64, 0.3817159623581685)	(66, 0.38766450664425656)	(68, 0.3934976696834162)	(70, 0.40034911801292833)	(72, 0.4067884904605532)	(74, 0.4126216534997128)	(76, 0.4197771222576396)	(78, 0.42597291207286003)	(80, 0.431404987920316)	(82, 0.43640117905715353)	(84, 0.4408003180273455)	(86, 0.44499616622913973)	(88, 0.4496150790030049)	(90, 0.4507084536762791)
ERR950171_1_val_1 - polya	(1, 0.0026380262117688307)	(2, 0.012644974432420152)	(3, 0.016764231087692247)	(4, 0.020412791533808008)	(5, 0.02457193769833064)	(6, 0.030669714012429357)	(7, 0.03584205371191562)	(8, 0.04398749150087523)	(9, 0.05059851283399752)	(10, 0.06357988879443054)	(12, 0.07638841021477788)	(14, 0.08748301238766051)	(16, 0.09810824800169515)	(18, 0.10706078352782394)	(20, 0.11529929683836813)	(22, 0.1248794273100387)	(24, 0.13481191511342236)	(26, 0.1489101973328704)	(28, 0.16222930447162465)	(30, 0.18050534795991222)	(32, 0.2092550469270824)	(34, 0.23945539438066377)	(36, 0.2594533350182662)	(38, 0.2813619831489693)	(40, 0.30021642452138975)	(42, 0.3180962322177886)	(44, 0.33519021658195197)	(46, 0.354342499623443)	(48, 0.36927713188684397)	(50, 0.3817332959754782)	(52, 0.3935725023210376)	(54, 0.4053758081082714)	(56, 0.41646775098053734)	(58, 0.42643879864286316)	(60, 0.4354830800402682)	(62, 0.44551396196646986)	(64, 0.45561398570870576)	(66, 0.4645106759218838)	(68, 0.4724393807105821)	(70, 0.48038404130298074)	(72, 0.48847629307960627)	(74, 0.4966656093287415)	(76, 0.5048668924306519)	(78, 0.5130588679804037)	(80, 0.5220911825250336)	(82, 0.5359940061491539)	(84, 0.5475247336231759)	(86, 0.5549760939511761)	(88, 0.5616137082904654)	(90, 0.5629872370589922)
ERR950171_2_val_2 - polya	(1, 9.307552158458576e-05)	(2, 0.0019067185421756568)	(3, 0.002917252776522588)	(4, 0.00427615539165754)	(5, 0.006999279223160849)	(6, 0.014658064999263906)	(7, 0.024965514189602602)	(8, 0.03709458430238248)	(9, 0.04380931835955616)	(10, 0.05277780968938518)	(12, 0.06341235285557828)	(14, 0.07499892564255085)	(16, 0.08336907433362181)	(18, 0.09034707915184903)	(20, 0.09690890342356234)	(22, 0.10369011999615359)	(24, 0.1134165120017428)	(26, 0.1385974295412983)	(28, 0.15519279503982994)	(30, 0.17168577746461855)	(32, 0.1943137664121397)	(34, 0.2162995342607272)	(36, 0.2284631752815242)	(38, 0.24023058051043256)	(40, 0.2510007480080775)	(42, 0.26229878667813783)	(44, 0.27614310568869077)	(46, 0.2906868207614365)	(48, 0.30107670827089295)	(50, 0.3100265844964051)	(52, 0.3183980628377844)	(54, 0.3263586792338832)	(56, 0.33400815745782775)	(58, 0.3411842801719993)	(60, 0.34776338989772115)	(62, 0.3546483191943638)	(64, 0.3613351305950621)	(66, 0.3678052089954992)	(68, 0.3740306317391996)	(70, 0.3808849790787502)	(72, 0.3876396026451744)	(74, 0.3939501230086093)	(76, 0.4014985478091192)	(78, 0.40832231319157775)	(80, 0.41407172112488844)	(82, 0.41913104054816486)	(84, 0.42360265453515)	(86, 0.4279785336999339)	(88, 0.43259906852145436)	(90, 0.433612262056418)
ERR950172_1_val_1 - polya	(1, 0.005457043710428897)	(2, 0.029754731786078348)	(3, 0.03752052475861178)	(4, 0.04970732695645176)	(5, 0.06355535686319481)	(6, 0.088598811141497)	(7, 0.1085782003071753)	(8, 0.13818556511907676)	(9, 0.1610229804506098)	(10, 0.20910257219228962)	(12, 0.2421284042385064)	(14, 0.2687080475809555)	(16, 0.29191388034793075)	(18, 0.31119885846862405)	(20, 0.3272841869833253)	(22, 0.3447382420915178)	(24, 0.36108257922749964)	(26, 0.3859652695339725)	(28, 0.408816081863158)	(30, 0.4399841969015692)	(32, 0.48805039164559655)	(34, 0.5405197329513938)	(36, 0.5728176614584946)	(38, 0.6077704283337212)	(40, 0.6364779614699668)	(42, 0.6651609334438496)	(44, 0.6911109178966339)	(46, 0.720405686096645)	(48, 0.7423321055878118)	(50, 0.7614741824002124)	(52, 0.7793033534426734)	(54, 0.7964023881130762)	(56, 0.8118357294086918)	(58, 0.8261280930709076)	(60, 0.8391700702855619)	(62, 0.8523013608178993)	(64, 0.8659484357598557)	(66, 0.8788251833367964)	(68, 0.8901277836895751)	(70, 0.9009793517880549)	(72, 0.912143516498425)	(74, 0.9238167671195878)	(76, 0.93449863991447)	(78, 0.9448344236033306)	(80, 0.9564205937397527)	(82, 0.9726331937321522)	(84, 0.9857064306079955)	(86, 0.9946645563715965)	(88, 1.0019034007698004)	(90, 1.0033636735139169)
