Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
ERR950163_1_val_1	(1, 31.90935078294823)	(2, 32.055339208175695)	(3, 32.40409622879494)	(4, 36.04648014012689)	(5, 35.92116261667849)	(6, 35.845477235662365)	(7, 35.75455698786516)	(8, 35.75678668741969)	(9, 37.476898461297324)	(10, 37.438154330512106)	(12, 37.34690112216978)	(14, 38.589711902390476)	(16, 38.53312713650439)	(18, 38.59911593453519)	(20, 38.59338392452973)	(22, 38.50493213822804)	(24, 38.63361960880232)	(26, 38.50350725395014)	(28, 38.398238454355564)	(30, 38.321316926418824)	(32, 38.22859794788545)	(34, 38.145665510416976)	(36, 38.014849024400434)	(38, 37.89843612629398)	(40, 37.68416981346091)	(42, 37.48320450680228)	(44, 37.311820328385316)	(46, 37.139888169884394)	(48, 36.97190897394318)	(50, 35.85194320785351)	(52, 35.93589873587798)	(54, 36.43977081130775)	(56, 36.43259023696454)	(58, 36.17963829806938)	(60, 35.8982753005207)	(62, 35.689697782469224)	(64, 35.273889154028026)	(66, 34.95877253606288)	(68, 34.46991051957984)	(70, 34.04359046860012)	(72, 33.62902612513466)	(74, 33.21821188943268)	(76, 32.936192965543206)	(78, 32.49320962141182)	(80, 32.1864037798119)	(82, 31.881195193113896)	(84, 31.45865886891891)	(86, 31.30335906530355)	(88, 31.004571473231593)	(90, 30.643982674101096)	(92, 30.537236991654595)	(94, 30.48184018620625)	(96, 30.645981229500645)	(98, 31.07666677151477)	(100, 29.86067977192527)
ERR950163_2_val_2	(1, 31.66869430258088)	(2, 31.561272971907908)	(3, 31.560091339538165)	(4, 34.925136419035304)	(5, 35.30323800558561)	(6, 35.26343335816119)	(7, 35.45974070938488)	(8, 35.5766822217573)	(9, 37.257370269768565)	(10, 37.13108713125975)	(12, 37.169288905758265)	(14, 38.44369073214992)	(16, 38.408767495395175)	(18, 38.4266612844508)	(20, 38.433180988898485)	(22, 38.415342190602374)	(24, 38.351853941458714)	(26, 38.19740984225294)	(28, 37.99382343789167)	(30, 37.93924940629255)	(32, 37.911659011575)	(34, 37.65325604935771)	(36, 37.589223403033195)	(38, 37.544619842416665)	(40, 37.59027439549962)	(42, 37.60316665592552)	(44, 37.409065692709646)	(46, 37.18580137228817)	(48, 37.092676913436925)	(50, 36.02975724507391)	(52, 36.118464445623744)	(54, 36.34098904186368)	(56, 36.56934242171425)	(58, 36.44067934438088)	(60, 36.34175054994745)	(62, 35.97873357205963)	(64, 35.74290376179326)	(66, 35.3847209812324)	(68, 34.96690584460079)	(70, 34.550182398952174)	(72, 34.35423968609503)	(74, 34.04410765009365)	(76, 33.55246892060261)	(78, 33.250112827409424)	(80, 32.84763771253881)	(82, 32.501566475036576)	(84, 32.35474838707944)	(86, 32.32482259524128)	(88, 32.023526519575036)	(90, 31.74905753062673)	(92, 31.557444875122755)	(94, 31.455691565854607)	(96, 31.483525879367264)	(98, 31.956667382264072)	(100, 30.79476125044247)
ERR950164_1_val_1	(1, 32.258866510354046)	(2, 32.524505756239826)	(3, 32.719404470355514)	(4, 36.23112684476568)	(5, 36.13943966822545)	(6, 36.09788751924567)	(7, 36.000403445368974)	(8, 36.02934266688343)	(9, 37.80069381475534)	(10, 37.7509581175486)	(12, 37.63515416962615)	(14, 38.956422220270966)	(16, 38.95697131399682)	(18, 39.000675789829366)	(20, 39.00670999603857)	(22, 39.082011094892536)	(24, 39.06519873640053)	(26, 38.90476136244098)	(28, 38.778907793809914)	(30, 38.740608332558146)	(32, 38.65917777358548)	(34, 38.559146360370434)	(36, 38.456215339327926)	(38, 38.310672610835184)	(40, 38.113942077393006)	(42, 37.91139311523173)	(44, 37.764864058152696)	(46, 37.576017140487494)	(48, 37.41250017025151)	(50, 36.26769755977861)	(52, 36.25969327691615)	(54, 36.833838140841365)	(56, 36.873974739689665)	(58, 36.602792266779424)	(60, 36.25522988954843)	(62, 36.05156394334891)	(64, 35.6478417631097)	(66, 35.36599342030949)	(68, 34.82416002899693)	(70, 34.4093994395162)	(72, 34.01521480051705)	(74, 33.57131326329554)	(76, 33.28206430659533)	(78, 32.78406951423173)	(80, 32.42492663571809)	(82, 32.098044969451166)	(84, 31.74807419955663)	(86, 31.516084230265186)	(88, 31.17011034087207)	(90, 30.80651356360371)	(92, 30.69430929069319)	(94, 30.593175226385362)	(96, 30.721309179787745)	(98, 31.161812972730036)	(100, 29.828166138783057)
ERR950164_2_val_2	(1, 31.952198707711336)	(2, 31.789358976253755)	(3, 31.88363501901166)	(4, 35.18856356119216)	(5, 35.622999457803274)	(6, 35.58635634815)	(7, 35.73725378371306)	(8, 35.86331234965343)	(9, 37.61272356921354)	(10, 37.5654040814576)	(12, 37.538182328211875)	(14, 38.860678768868574)	(16, 38.82027859232863)	(18, 38.88587179061412)	(20, 38.87885061828104)	(22, 38.86409318828774)	(24, 38.81285669865077)	(26, 38.67247402541514)	(28, 38.45195890664624)	(30, 38.37181463768884)	(32, 38.3649558345845)	(34, 38.17917564652831)	(36, 38.1394488835413)	(38, 38.118117455865736)	(40, 38.13371875377632)	(42, 38.09376102831334)	(44, 37.907060931494556)	(46, 37.754833186844586)	(48, 37.62310983874066)	(50, 36.4971432029102)	(52, 36.54952051688413)	(54, 36.8757254705764)	(56, 37.02540708745335)	(58, 36.92780892277277)	(60, 36.78452203364003)	(62, 36.440620916059785)	(64, 36.21650764429914)	(66, 35.82183747939918)	(68, 35.42520445587797)	(70, 35.029991414119294)	(72, 34.74912861975659)	(74, 34.48718049190167)	(76, 33.940963726484455)	(78, 33.61368574939891)	(80, 33.11881621832929)	(82, 32.81499544925705)	(84, 32.62564255701464)	(86, 32.567350835066804)	(88, 32.31084572036317)	(90, 32.030909221065244)	(92, 31.83625690574354)	(94, 31.69853047015763)	(96, 31.66059515752322)	(98, 32.107705202684514)	(100, 30.887010898784887)
ERR950165_1_val_1	(1, 31.49123827032928)	(2, 31.84444165341683)	(3, 32.31625034340955)	(4, 36.02653466162109)	(5, 35.93430117119062)	(6, 35.90136024125341)	(7, 35.85937493352451)	(8, 35.81750716577482)	(9, 37.53074944522669)	(10, 37.4572217613255)	(12, 37.3662917109648)	(14, 38.56667628439696)	(16, 38.57618025391713)	(18, 38.52420115132152)	(20, 38.50417963928759)	(22, 38.732921694476616)	(24, 38.83516011371099)	(26, 38.678138333285816)	(28, 38.550985443961224)	(30, 38.46410880300671)	(32, 38.3585191818276)	(34, 38.28011863526896)	(36, 38.19244618936474)	(38, 38.05906988174944)	(40, 37.908002902065256)	(42, 37.75544001455559)	(44, 37.499377065266145)	(46, 37.380722538211806)	(48, 37.136297925150075)	(50, 36.05756526750352)	(52, 36.17993803636021)	(54, 36.69870797902915)	(56, 36.742759604164235)	(58, 36.55578287363926)	(60, 36.24612518404558)	(62, 35.962634156187946)	(64, 35.59816740408913)	(66, 35.20857127196857)	(68, 34.82470092724173)	(70, 34.32094064210318)	(72, 33.90011549846051)	(74, 33.628087660995455)	(76, 33.20601359345813)	(78, 32.764231212541915)	(80, 32.424681661348075)	(82, 32.09727855562235)	(84, 31.62431502267839)	(86, 31.56410463705516)	(88, 31.3201884648097)	(90, 31.058750177303104)	(92, 31.063749391980558)	(94, 30.864168829484996)	(96, 30.830457990109238)	(98, 31.180942364767617)	(100, 30.105882141680247)
ERR950165_2_val_2	(1, 31.954163255201156)	(2, 31.789546092915874)	(3, 31.73773947582691)	(4, 35.151959324016126)	(5, 35.58891358571163)	(6, 35.63258070633516)	(7, 35.81064508493248)	(8, 35.93108513795899)	(9, 37.51168207992809)	(10, 37.606791611166706)	(12, 37.66899685036306)	(14, 38.93591541104369)	(16, 38.84305006967763)	(18, 38.84225378949888)	(20, 38.8900724430076)	(22, 38.91764011675246)	(24, 38.90899090321123)	(26, 38.81490245811082)	(28, 38.693259623048334)	(30, 38.49436215438969)	(32, 38.46725656166821)	(34, 38.410361848432714)	(36, 38.35541256442182)	(38, 38.3342829767079)	(40, 38.228224711818854)	(42, 38.20879357001549)	(44, 38.094686011656236)	(46, 37.9464957516788)	(48, 37.70151170353313)	(50, 36.618445579327286)	(52, 36.678982702822715)	(54, 37.1795611042283)	(56, 37.213655848692596)	(58, 37.156478763979194)	(60, 36.980678615975464)	(62, 36.66961419988836)	(64, 36.39495188599358)	(66, 36.10042053325069)	(68, 35.74045353067249)	(70, 35.2845238885924)	(72, 34.907931723505385)	(74, 34.620916548715854)	(76, 34.14539823965535)	(78, 33.94038758054226)	(80, 33.679023035222684)	(82, 33.25311472118304)	(84, 32.96165872338405)	(86, 32.91417044161564)	(88, 32.755478076968075)	(90, 32.42237409385869)	(92, 32.31849657014061)	(94, 32.04565676159771)	(96, 32.111953270923195)	(98, 32.370006388931614)	(100, 31.141237308464248)
ERR950166_1_val_1	(1, 31.30266203814334)	(2, 27.593228526449206)	(3, 29.940210380037865)	(4, 35.16148136323983)	(5, 35.44510721720828)	(6, 35.45491901278985)	(7, 35.55962218766309)	(8, 35.575246162120344)	(9, 37.24527513539554)	(10, 37.20424938316093)	(12, 37.11356639319922)	(14, 38.29198408708136)	(16, 38.163906084817924)	(18, 38.17491294635603)	(20, 38.135912929788034)	(22, 38.169290084662435)	(24, 38.331432255872244)	(26, 38.20831720343773)	(28, 38.079347934831716)	(30, 37.9038982811346)	(32, 37.720652272268175)	(34, 37.58336921737269)	(36, 37.500111833942846)	(38, 37.37800033980314)	(40, 37.105565546797884)	(42, 36.89183144649399)	(44, 36.721340262099254)	(46, 36.47812148925853)	(48, 36.29346252145076)	(50, 35.20965996618631)	(52, 35.36181395180131)	(54, 35.77193498343277)	(56, 35.762315461759)	(58, 35.52179049466028)	(60, 35.206030884873286)	(62, 34.90476035404018)	(64, 34.46641149230247)	(66, 34.15897326474044)	(68, 33.71244651137349)	(70, 33.24529383679368)	(72, 32.772305421062924)	(74, 32.56449779862905)	(76, 32.22578282084018)	(78, 31.850471560246774)	(80, 31.293654069349763)	(82, 31.004545875009555)	(84, 30.6568960075816)	(86, 30.56218298212517)	(88, 30.343377109608543)	(90, 30.166869847911656)	(92, 30.025978611330153)	(94, 30.06533772239704)	(96, 30.175357150896794)	(98, 30.692212489979127)	(100, 30.010307303666764)
ERR950166_2_val_2	(1, 31.557795885211856)	(2, 31.539691172637834)	(3, 31.489596376643973)	(4, 34.78005357992877)	(5, 35.21308587763519)	(6, 35.34553980109489)	(7, 35.34605830754143)	(8, 35.41881258001225)	(9, 37.161026540010745)	(10, 37.1038445665909)	(12, 37.123734739127414)	(14, 38.32620857922463)	(16, 38.24843653519328)	(18, 38.21391017504083)	(20, 38.32290808396913)	(22, 38.332475242800726)	(24, 38.30050397759243)	(26, 38.102717405503505)	(28, 37.94618168730337)	(30, 37.93122766109026)	(32, 37.80030237381085)	(34, 37.641173346753405)	(36, 37.58767544148918)	(38, 37.63317988824252)	(40, 37.55398265841071)	(42, 37.48614543526344)	(44, 37.35223705322977)	(46, 37.121004505378544)	(48, 36.917953354412916)	(50, 35.848137306150846)	(52, 35.920404021265)	(54, 36.42524088307519)	(56, 36.56004741406532)	(58, 36.539336953480905)	(60, 36.31911336168123)	(62, 35.96595110982035)	(64, 35.659454542957505)	(66, 35.32849481829871)	(68, 35.05170102227959)	(70, 34.55401310222295)	(72, 34.218636408068974)	(74, 33.94146862863242)	(76, 33.48965584352827)	(78, 33.34029334017802)	(80, 33.08916934214949)	(82, 32.69688360190989)	(84, 32.312219907433885)	(86, 32.25953950425278)	(88, 32.128637761807)	(90, 31.91424934869899)	(92, 31.787432077946)	(94, 31.697509537646255)	(96, 31.68653274454342)	(98, 31.979211547295492)	(100, 30.854605910724775)
ERR950167_1_val_1	(1, 31.01514310662126)	(2, 31.409142838182028)	(3, 31.987992922179732)	(4, 35.81479272445132)	(5, 35.72124165128078)	(6, 35.6775299484076)	(7, 35.58626810951748)	(8, 35.54916790670697)	(9, 37.20958556904239)	(10, 37.14630524668392)	(12, 37.04559018952808)	(14, 38.17203430186841)	(16, 38.183727856266074)	(18, 38.11143824472143)	(20, 38.05730200326036)	(22, 38.32974678577707)	(24, 38.45242000385274)	(26, 38.27490192639635)	(28, 38.09429682952796)	(30, 37.980790401304574)	(32, 37.90235279710599)	(34, 37.84002900008228)	(36, 37.77174655763868)	(38, 37.62184749568538)	(40, 37.44655624658512)	(42, 37.3398913002264)	(44, 36.98312017480397)	(46, 36.87011599746867)	(48, 36.58615276900346)	(50, 35.448267583959776)	(52, 35.56667149827656)	(54, 36.07005071323441)	(56, 36.10308048005871)	(58, 35.86881982930585)	(60, 35.55187128577292)	(62, 35.2365662743479)	(64, 34.77067719944919)	(66, 34.371197743169205)	(68, 33.94634040681355)	(70, 33.420742998049455)	(72, 32.95371869036311)	(74, 32.677227792714476)	(76, 32.265416369503846)	(78, 31.917581163735207)	(80, 31.666012192128125)	(82, 31.38916721509655)	(84, 30.988728118170343)	(86, 30.99854966160435)	(88, 30.875889685378848)	(90, 30.696345580147003)	(92, 30.73726539395889)	(94, 30.55298228070481)	(96, 30.51120017478275)	(98, 30.950020650524376)	(100, 30.04713216140759)
ERR950167_2_val_2	(1, 31.799105238572906)	(2, 31.771121672037623)	(3, 31.70124972988421)	(4, 35.14746991889836)	(5, 35.46252668063826)	(6, 35.42620913425041)	(7, 35.5642169038595)	(8, 35.728342228177226)	(9, 37.355524278256496)	(10, 37.37232286609958)	(12, 37.38100809579804)	(14, 38.601717922107426)	(16, 38.53395082514871)	(18, 38.521942396550855)	(20, 38.63235014100052)	(22, 38.596438082151366)	(24, 38.58222963415953)	(26, 38.42106216313395)	(28, 38.31770045594941)	(30, 38.19325784637299)	(32, 38.087190642931674)	(34, 37.93031006320717)	(36, 38.026349030311735)	(38, 38.00143733858803)	(40, 37.81645645336215)	(42, 37.82589230221732)	(44, 37.653101835058365)	(46, 37.515864199369176)	(48, 37.11888293617983)	(50, 35.894215314432486)	(52, 35.95767189846579)	(54, 36.387959334665915)	(56, 36.38641293984634)	(58, 36.36726268260932)	(60, 36.16726497421908)	(62, 35.68285121641287)	(64, 35.34289369816082)	(66, 34.994952829469895)	(68, 34.60478684094996)	(70, 34.11589756744097)	(72, 33.66778749632066)	(74, 33.47350832808195)	(76, 33.02668053749577)	(78, 33.0371082576992)	(80, 32.93495669406761)	(82, 32.524377458630674)	(84, 32.29160717497591)	(86, 32.385099696029)	(88, 32.29796753762066)	(90, 32.1092626368817)	(92, 32.03455410233727)	(94, 31.75262308231325)	(96, 31.91840484220542)	(98, 32.25378020498826)	(100, 31.131255343849354)
ERR950168_1_val_1	(1, 31.024579854930444)	(2, 31.97586577109117)	(3, 32.37364374074327)	(4, 36.07264374455562)	(5, 35.994676576766004)	(6, 35.996460798504685)	(7, 35.92202864281468)	(8, 35.85032185660947)	(9, 37.5834188074793)	(10, 37.53988223022145)	(12, 37.418070019967914)	(14, 38.638240841740085)	(16, 38.62772589839601)	(18, 38.570399590008975)	(20, 38.706535679344654)	(22, 38.909738568720606)	(24, 38.900478454126386)	(26, 38.861670007919216)	(28, 38.666821129686475)	(30, 38.59617273146631)	(32, 38.405674729200605)	(34, 38.27505102579239)	(36, 38.301353706867395)	(38, 38.16293548611297)	(40, 38.00834429174516)	(42, 37.81388152916797)	(44, 37.57320191869296)	(46, 37.460117748831564)	(48, 37.201956397523546)	(50, 36.01386611671907)	(52, 36.08308457228145)	(54, 36.50989457851352)	(56, 36.50093879522492)	(58, 36.333465711179564)	(60, 36.01285396522087)	(62, 35.566955197548054)	(64, 35.1023404389143)	(66, 34.71727063294321)	(68, 34.316143517460986)	(70, 33.839096157237975)	(72, 33.161242524541336)	(74, 32.95186005652762)	(76, 32.595900706107784)	(78, 32.27115334907478)	(80, 31.99660037643573)	(82, 31.565487667477562)	(84, 31.167474389316368)	(86, 31.119592713835146)	(88, 30.7760545530032)	(90, 30.46656609952882)	(92, 30.46492718833001)	(94, 30.293791926280008)	(96, 30.34062673618243)	(98, 30.792211091116798)	(100, 29.851049344463984)
ERR950168_2_val_2	(1, 32.08722912571794)	(2, 31.98020422549992)	(3, 31.926142461825492)	(4, 35.35833598207877)	(5, 35.77711438696719)	(6, 35.826201955433966)	(7, 35.95712823794729)	(8, 36.04293213124489)	(9, 37.82560915594108)	(10, 37.88002626415958)	(12, 37.93502366652477)	(14, 39.252677516112314)	(16, 39.09903536650153)	(18, 39.19496680972196)	(20, 39.22639255618115)	(22, 39.213733710529766)	(24, 39.14748187363685)	(26, 39.031623695406466)	(28, 38.91392302094308)	(30, 38.7273282158189)	(32, 38.66807859775564)	(34, 38.63312638556408)	(36, 38.60791466502576)	(38, 38.61740618089199)	(40, 38.48681957458278)	(42, 38.42316939431937)	(44, 38.17368788440586)	(46, 38.07504173371271)	(48, 37.77657866799085)	(50, 36.67993315748028)	(52, 36.7396526779561)	(54, 37.272798554095004)	(56, 37.175476095536865)	(58, 37.05148403755727)	(60, 36.809751945061535)	(62, 36.41677109259477)	(64, 36.071020793779915)	(66, 35.676401597074545)	(68, 35.355879002646375)	(70, 34.77832796856457)	(72, 34.48125628806278)	(74, 34.27857623205652)	(76, 33.81143819054741)	(78, 33.62882012178322)	(80, 33.257325436619126)	(82, 32.98284005657066)	(84, 32.48951329802116)	(86, 32.225803859631725)	(88, 32.20822143464728)	(90, 31.948674411349547)	(92, 31.79111088631058)	(94, 31.565207543244984)	(96, 31.6511324316501)	(98, 32.0069001481335)	(100, 30.754092117972984)
ERR950169_1_val_1	(1, 32.03918755119071)	(2, 26.510590489274378)	(3, 29.410228266599358)	(4, 35.03674443078021)	(5, 35.54306747162022)	(6, 35.58703878989142)	(7, 35.74611387366314)	(8, 35.72651210184046)	(9, 37.47733247783335)	(10, 37.460288840429826)	(12, 37.36151017584153)	(14, 38.63507004004697)	(16, 38.57674005051753)	(18, 38.55748995213021)	(20, 38.510975897797294)	(22, 38.65276912724069)	(24, 38.62239231064797)	(26, 38.47545049026668)	(28, 38.317559426179166)	(30, 38.13519314662303)	(32, 38.02562471328788)	(34, 37.89923764482525)	(36, 37.76350859040481)	(38, 37.60157026315456)	(40, 37.268394622488955)	(42, 37.0330607551104)	(44, 36.89412889051383)	(46, 36.61973167037496)	(48, 36.4006440656031)	(50, 35.04881145533271)	(52, 35.078121264031005)	(54, 35.70784793473507)	(56, 35.63201487973784)	(58, 35.273916677656814)	(60, 34.8349093813949)	(62, 34.49838496108919)	(64, 34.07957605215429)	(66, 33.75468579657847)	(68, 33.27047975814751)	(70, 32.865731366352975)	(72, 32.39177903942738)	(74, 32.10923232292761)	(76, 31.691060734150252)	(78, 31.32429127839847)	(80, 30.854815626278246)	(82, 30.59275452384277)	(84, 30.337028111350723)	(86, 30.12011367376583)	(88, 29.884000370739365)	(90, 29.581309406606863)	(92, 29.48458682790367)	(94, 29.463100805236007)	(96, 29.763205636747045)	(98, 30.283770775501395)	(100, 29.533019441948596)
ERR950169_2_val_2	(1, 31.841843551082807)	(2, 31.732419515483215)	(3, 31.681149825375563)	(4, 35.10979809204878)	(5, 35.51797396152209)	(6, 35.54399696079135)	(7, 35.62377310496237)	(8, 35.62224553652357)	(9, 37.496157555864805)	(10, 37.46763971761436)	(12, 37.40718697058111)	(14, 38.73380254167632)	(16, 38.69932574783592)	(18, 38.74574916220251)	(20, 38.7595223265746)	(22, 38.71623500687306)	(24, 38.695307563323134)	(26, 38.46797464393104)	(28, 38.2727726693446)	(30, 38.272803144925845)	(32, 38.13076272287276)	(34, 38.08113417011123)	(36, 38.02910792129079)	(38, 38.03751094463544)	(40, 37.98579370664796)	(42, 37.911320056705776)	(44, 37.75703386209591)	(46, 37.53049372528977)	(48, 37.35786432971303)	(50, 36.18317292625295)	(52, 36.08309401384899)	(54, 36.58899582976734)	(56, 36.699487739824065)	(58, 36.65147036453473)	(60, 36.386487234082054)	(62, 35.9892637622814)	(64, 35.723915309368536)	(66, 35.35696002593339)	(68, 34.99939238382966)	(70, 34.515175621081454)	(72, 34.26500287545247)	(74, 34.031478814780826)	(76, 33.56311267911953)	(78, 33.3237082069331)	(80, 32.916354736811456)	(82, 32.60994364789744)	(84, 32.298853093903304)	(86, 32.217191968941016)	(88, 32.06559146829882)	(90, 31.8506185946133)	(92, 31.731498479954084)	(94, 31.614814441261615)	(96, 31.661175929959406)	(98, 31.987060839379986)	(100, 30.744768459400294)
ERR950170_1_val_1	(1, 31.665120619006103)	(2, 27.166967652995623)	(3, 29.723715538414503)	(4, 35.105495931126114)	(5, 35.459251977149236)	(6, 35.440605928097995)	(7, 35.556786126060715)	(8, 35.502997623109685)	(9, 37.222419404092854)	(10, 37.205969133428596)	(12, 37.136627659624736)	(14, 38.309223298499305)	(16, 38.20813822761292)	(18, 38.21413587302965)	(20, 38.18551176363093)	(22, 38.02545766337884)	(24, 38.23170678863332)	(26, 38.14565523490029)	(28, 37.9609529897607)	(30, 37.81636702767322)	(32, 37.70605422251958)	(34, 37.53762754618482)	(36, 37.44367219389236)	(38, 37.33006529076789)	(40, 37.030962136380126)	(42, 36.85875014930883)	(44, 36.650898818082126)	(46, 36.43326050151576)	(48, 36.21674544885997)	(50, 35.050830698195746)	(52, 35.19521074145612)	(54, 35.731158370278365)	(56, 35.616154065600384)	(58, 35.35124839207949)	(60, 35.11723326060047)	(62, 34.74724460782306)	(64, 34.34019245070489)	(66, 33.933617792757445)	(68, 33.4937170896263)	(70, 33.06186243379011)	(72, 32.54341436962817)	(74, 32.26340270425498)	(76, 31.88178471863761)	(78, 31.54595233605859)	(80, 31.102539161201417)	(82, 30.826716272339738)	(84, 30.42977173119167)	(86, 30.294915972832925)	(88, 30.10679323128496)	(90, 29.755268352966368)	(92, 29.66586021885645)	(94, 29.598492177665356)	(96, 29.898183548913003)	(98, 30.470518566334817)	(100, 29.71660270798276)
ERR950170_2_val_2	(1, 31.414618701424725)	(2, 31.372574434365415)	(3, 31.229563005065383)	(4, 34.7124872215269)	(5, 35.03559844791344)	(6, 35.04594869519743)	(7, 35.201460052613115)	(8, 35.21873976792692)	(9, 36.97716649078047)	(10, 36.84153347244771)	(12, 36.88853277799912)	(14, 38.08825890687367)	(16, 38.067058188814045)	(18, 38.071796475392276)	(20, 38.12365877084101)	(22, 38.07387976622074)	(24, 38.03757875640041)	(26, 37.818341676984744)	(28, 37.66024702502275)	(30, 37.70811454698557)	(32, 37.581344841324594)	(34, 37.31932320510643)	(36, 37.27896539064409)	(38, 37.2427140313889)	(40, 37.27042824061144)	(42, 37.280107133868654)	(44, 37.08320773565695)	(46, 36.77905232949793)	(48, 36.737229740948585)	(50, 35.7169628652737)	(52, 35.74375953448657)	(54, 36.091308923189644)	(56, 36.311532450910974)	(58, 36.24027095950893)	(60, 36.04192740968293)	(62, 35.66161658231276)	(64, 35.416004508345154)	(66, 35.084314151944895)	(68, 34.681087656827444)	(70, 34.226297719021574)	(72, 34.0702364736937)	(74, 33.68979413219101)	(76, 33.285704333661855)	(78, 33.04624177070147)	(80, 32.762770926197135)	(82, 32.37691655297713)	(84, 32.13158332962499)	(86, 32.09599565947925)	(88, 31.78757410341003)	(90, 31.61877211361016)	(92, 31.506474079564104)	(94, 31.39485678719852)	(96, 31.504580040001297)	(98, 31.88262340500691)	(100, 30.673926706491343)
ERR950171_1_val_1	(1, 31.969025237613828)	(2, 27.31316583568841)	(3, 29.812097727595713)	(4, 35.145770547245775)	(5, 35.56642012822509)	(6, 35.598650160281366)	(7, 35.7376849915881)	(8, 35.71877441237966)	(9, 37.47357668380533)	(10, 37.44022195373923)	(12, 37.33327094614087)	(14, 38.57496944729522)	(16, 38.50201882135967)	(18, 38.47005683350906)	(20, 38.43839500091906)	(22, 38.604426121331336)	(24, 38.581730506369134)	(26, 38.44779661254033)	(28, 38.27540487054099)	(30, 38.11707960552573)	(32, 38.00718689288167)	(34, 37.8743583639472)	(36, 37.77979694484653)	(38, 37.6329791650179)	(40, 37.33906681205595)	(42, 37.108444883016304)	(44, 36.99404718216252)	(46, 36.74182173314493)	(48, 36.53859782045849)	(50, 35.27265025914204)	(52, 35.27949019732731)	(54, 35.94499855832789)	(56, 35.91485452872476)	(58, 35.61283492550342)	(60, 35.21502086116932)	(62, 34.88461310756203)	(64, 34.53105378255789)	(66, 34.20745236371221)	(68, 33.708859903123496)	(70, 33.30023485592686)	(72, 32.84586262673301)	(74, 32.58316507401022)	(76, 32.14833556025965)	(78, 31.746572041130637)	(80, 31.266433634985248)	(82, 30.950541759351342)	(84, 30.68548531438437)	(86, 30.427856938785176)	(88, 30.144075351151564)	(90, 29.831267844892565)	(92, 29.758929083591564)	(94, 29.703028750218564)	(96, 29.951647867488447)	(98, 30.454320039548364)	(100, 29.678006576175893)
ERR950171_2_val_2	(1, 31.717651230171192)	(2, 31.6271698563382)	(3, 31.63206448527428)	(4, 35.070822095128925)	(5, 35.420275337603535)	(6, 35.399711630759725)	(7, 35.50779297408522)	(8, 35.51117743938709)	(9, 37.34537762494245)	(10, 37.329510535510806)	(12, 37.27556629008842)	(14, 38.547494457485655)	(16, 38.498630739408966)	(18, 38.579600778877236)	(20, 38.60929011512431)	(22, 38.55064575530945)	(24, 38.52792410579421)	(26, 38.31072171238111)	(28, 38.14533194879506)	(30, 38.13980984458196)	(32, 38.01676658456874)	(34, 37.88116399289946)	(36, 37.83935258050022)	(38, 37.85181200223211)	(40, 37.82704907356349)	(42, 37.73088164963438)	(44, 37.562690073511575)	(46, 37.371217317727286)	(48, 37.25975004648458)	(50, 36.10283094204312)	(52, 36.1134556925597)	(54, 36.59748676940325)	(56, 36.69601492410022)	(58, 36.69224545597318)	(60, 36.397049222084355)	(62, 36.05811924881138)	(64, 35.81907363990932)	(66, 35.43809001314743)	(68, 35.11209113785506)	(70, 34.63769027372831)	(72, 34.383833194123596)	(74, 34.09833322581257)	(76, 33.614634642350964)	(78, 33.37378601479776)	(80, 32.960175486021214)	(82, 32.601525862961)	(84, 32.25279171918464)	(86, 32.2313875204887)	(88, 32.03634100713425)	(90, 31.83547911918945)	(92, 31.73846168819068)	(94, 31.594162325306183)	(96, 31.647566411670788)	(98, 31.98991860881977)	(100, 30.7181561655798)
ERR950172_1_val_1	(1, 32.0867707014985)	(2, 32.3195174115643)	(3, 32.54449948973069)	(4, 36.093831633767884)	(5, 36.00357056781433)	(6, 35.950435529695184)	(7, 35.85624923274278)	(8, 35.87835566322574)	(9, 37.62399289744773)	(10, 37.57528087810353)	(12, 37.454390144775545)	(14, 38.72733510450574)	(16, 38.70741789973749)	(18, 38.739172111094874)	(20, 38.738054779162326)	(22, 38.845450649770015)	(24, 38.82807242166854)	(26, 38.665353113375176)	(28, 38.53412393928713)	(30, 38.479290184193985)	(32, 38.397332867653695)	(34, 38.306816030686626)	(36, 38.216184470763)	(38, 38.0594972053193)	(40, 37.86805995888818)	(42, 37.66533956007922)	(44, 37.52867680935496)	(46, 37.33081237562841)	(48, 37.15737488867653)	(50, 35.997123452328225)	(52, 35.968305600882985)	(54, 36.56518770884397)	(56, 36.60716055148522)	(58, 36.33941298503645)	(60, 35.982235651412964)	(62, 35.773131667587805)	(64, 35.39970496547822)	(66, 35.11861083375557)	(68, 34.575432901090686)	(70, 34.161420066905784)	(72, 33.75777878499278)	(74, 33.34568633425545)	(76, 33.05682490101381)	(78, 32.57672267540502)	(80, 32.22783151248082)	(82, 31.900014257356226)	(84, 31.60053825328729)	(86, 31.381866433676354)	(88, 31.045501114485965)	(90, 30.69678850138192)	(92, 30.61430062034543)	(94, 30.531032572009472)	(96, 30.665963177210628)	(98, 31.098178542831302)	(100, 29.85388528599087)
