Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
ERR950163_1_val_1	(1, 0.019098234086842043)	(2, 0.015560684196617205)	(3, 0.0)	(4, 0.0)	(5, 0.0005850563279987232)	(6, 6.802980558124689e-05)	(7, 0.0)	(8, 0.0)	(9, 0.0024400023601807213)	(10, 0.0028980697177611175)	(12, 0.0)	(14, 0.004340301596083552)	(16, 0.0)	(18, 1.587362130229094e-05)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0004966175807431022)	(34, 0.0)	(36, 0.0005215618427895595)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0006372125122776792)	(46, 0.009365436568351655)	(48, 1.3605961116249378e-05)	(50, 0.0)	(52, 0.0)	(54, 9.836175072936382e-05)	(56, 0.0007193553142270417)	(58, 0.0003072846232833764)	(60, 0.003020676016139147)	(62, 0.0)	(64, 0.0)	(66, 0.00019722958961868988)	(68, 0.00022785514246031173)	(70, 0.0005235892596426052)	(72, 0.00019861654503773604)	(74, 7.69662429534301e-05)	(76, 0.0)	(78, 0.0)	(80, 0.0003355315854218549)	(82, 0.001762793800734001)	(84, 0.0028945949626303456)	(86, 0.0)	(88, 0.006675709669553801)	(90, 8.867751584837172e-06)	(92, 0.0)	(94, 0.0027269560152682333)	(96, 0.0)	(98, 0.0)	(100, 0.0)
ERR950163_2_val_2	(1, 0.08232967071442499)	(2, 0.12996414058241407)	(3, 0.1443002882785688)	(4, 0.10416723830600522)	(5, 0.05166183435839889)	(6, 0.0429494839236272)	(7, 0.0008390342688353782)	(8, 0.0)	(9, 7.256512595333001e-05)	(10, 0.00010658002874395347)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.00010204470837187032)	(22, 0.00134925781069473)	(24, 0.03364754184048471)	(26, 0.08096227162224193)	(28, 0.2136521397482779)	(30, 0.15440271440738398)	(32, 0.08433428231888572)	(34, 0.05303376877095403)	(36, 0.007512758196355698)	(38, 8.61710870695794e-05)	(40, 0.0015760238292988863)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.00014286259172061847)	(50, 0.042605054572316295)	(52, 0.15702673840800166)	(54, 0.10957205632479516)	(56, 0.06477408907404988)	(58, 0.0009641701620345902)	(60, 1.6328242840345428e-05)	(62, 0.0032189292967114104)	(64, 0.0035810460349151993)	(66, 0.011868088230704163)	(68, 0.012223136014593048)	(70, 0.0165979035747439)	(72, 0.014507943642142983)	(74, 0.0038896676279011957)	(76, 0.0211804071746841)	(78, 0.017080649709397232)	(80, 0.014196590124738713)	(82, 0.0)	(84, 0.00041088101079123193)	(86, 2.7815159033589003e-06)	(88, 0.0017144938661485796)	(90, 3.2286981721664555e-05)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
ERR950164_1_val_1	(1, 0.02258621753883256)	(2, 0.003900570798982374)	(3, 0.0)	(4, 0.0009852853429821748)	(5, 7.534534975746043e-05)	(6, 5.795796135189264e-05)	(7, 0.0)	(8, 0.0)	(9, 0.0028921022714594423)	(10, 0.0032224626511652304)	(12, 0.0)	(14, 0.005178543846791607)	(16, 0.0)	(18, 1.1591592270378527e-05)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0004028078313956538)	(34, 0.0002376276415427598)	(36, 0.0008519820318728217)	(38, 0.0)	(40, 0.0)	(42, 6.37537574870819e-05)	(44, 0.0007505555995070095)	(46, 0.01086711775347987)	(48, 2.6081082608351688e-05)	(50, 0.0)	(52, 0.0)	(54, 0.00026877762274372875)	(56, 0.0008040249370975198)	(58, 0.0003626589588763021)	(60, 0.0034108186782713127)	(62, 0.0)	(64, 0.0)	(66, 0.00018127564578315837)	(68, 0.0002619384462316972)	(70, 0.0005257130398139087)	(72, 0.0)	(74, 6.906139567492965e-05)	(76, 0.0)	(78, 0.0)	(80, 0.00036923110302171874)	(82, 0.0)	(84, 0.0011580842969559754)	(86, 0.0)	(88, 0.005790656938647563)	(90, 0.0)	(92, 0.0)	(94, 0.003063824490728939)	(96, 0.0)	(98, 0.0)	(100, 0.0)
ERR950164_2_val_2	(1, 0.09013042569832823)	(2, 0.15102685569076182)	(3, 0.16399205164518021)	(4, 0.12159000712013555)	(5, 0.060044447960560764)	(6, 0.04959462752881453)	(7, 0.000967897954576607)	(8, 0.0)	(9, 5.795796135189264e-05)	(10, 1.1591592270378527e-05)	(12, 0.0)	(14, 0.0)	(16, 2.8978980675946316e-06)	(18, 0.0)	(20, 8.403904396024431e-05)	(22, 0.0015387838738927493)	(24, 0.03899701429562096)	(26, 0.09446278330938221)	(28, 0.2480745640764384)	(30, 0.17945523573386515)	(32, 0.0976504711837363)	(34, 0.06198314176778158)	(36, 0.008832793310028437)	(38, 0.00010722222850100138)	(40, 0.0017474325347595627)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0001999549666640296)	(50, 0.049630584601174095)	(52, 0.18197927656835383)	(54, 0.1268377531327143)	(56, 0.07494385606075063)	(58, 0.0012384159708015209)	(60, 2.3776854694231727e-05)	(62, 4.7854321396262285e-05)	(64, 0.0039622603731961515)	(66, 0.010680697116754762)	(68, 0.014384396902427328)	(70, 0.01934430733469749)	(72, 0.01697387520088455)	(74, 0.004923833155566775)	(76, 0.024578717243736715)	(78, 0.019841054376705834)	(80, 0.016313484593126402)	(82, 3.337982475324966e-06)	(84, 0.0003798361020785106)	(86, 6.906856515892175e-06)	(88, 0.0021175310928560325)	(90, 0.0)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
ERR950165_1_val_1	(1, 0.012328798743222895)	(2, 0.048649874335867434)	(3, 0.0027834842977540676)	(4, 0.0)	(5, 0.0016248306713718868)	(6, 0.0005883787946472013)	(7, 0.0)	(8, 0.0)	(9, 3.620792582444316e-05)	(10, 0.001113393719101627)	(12, 4.299691191652625e-05)	(14, 0.0005453818827306751)	(16, 9.730880065319097e-05)	(18, 0.00038697220724873626)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 9.05198145611079e-06)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 2.7155944368332368e-05)	(42, 0.0005838528039191459)	(44, 1.810396291222158e-05)	(46, 0.003862933086395279)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 3.690305332634205e-05)	(62, 0.0)	(64, 0.0)	(66, 9.387134851894832e-06)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)	(78, 0.0)	(80, 0.00013129515780175647)	(82, 0.0)	(84, 0.0008916916164327501)	(86, 0.0)	(88, 0.004779095021877394)	(90, 0.0)	(92, 0.0)	(94, 0.002914228376402938)	(96, 0.0)	(98, 0.0)	(100, 0.0)
ERR950165_2_val_2	(1, 0.06048081409900423)	(2, 0.09476971985475191)	(3, 0.11100897458701466)	(4, 0.08148141107718126)	(5, 0.0376336129037806)	(6, 0.030265299998506426)	(7, 0.005951677807392844)	(8, 2.7155944368332368e-05)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0004299691191652625)	(24, 0.01869913069296086)	(26, 0.061750354498223775)	(28, 0.15946196832621168)	(30, 0.1147293389654762)	(32, 0.05945341420373567)	(34, 0.053596782201631984)	(36, 0.008981828599825931)	(38, 0.0004661770449897056)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 2.489294900430467e-05)	(50, 0.04700568147061402)	(52, 0.10513182547967005)	(54, 0.09181364229242622)	(56, 0.05546157200893144)	(58, 0.0027100046129841034)	(60, 0.0)	(62, 0.003663063524485514)	(64, 0.00011672299446025665)	(66, 0.009366749912569954)	(68, 0.01047913992216571)	(70, 0.008782451097140544)	(72, 0.008154356919140425)	(74, 0.004076756995965396)	(76, 0.012151968398985535)	(78, 0.021197158060704945)	(80, 0.016769978434396156)	(82, 0.00027794387119866817)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
ERR950166_1_val_1	(1, 0.0)	(2, 12.765625527706462)	(3, 0.0001632903011614799)	(4, 0.0)	(5, 0.0015014742326311691)	(6, 0.0006929881073682319)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0032160223948267085)	(12, 0.0)	(14, 5.774900894735266e-05)	(16, 0.0)	(18, 9.359322139743361e-05)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0013561060376947297)	(34, 3.982690272231218e-05)	(36, 0.0011788763205804406)	(38, 0.0003365373280035379)	(40, 9.956725680578045e-06)	(42, 0.0)	(44, 0.0001772297171142892)	(46, 0.0035147241652440497)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.00013647061345166352)	(56, 0.00010079811341412625)	(58, 0.0)	(60, 6.115550139805554e-06)	(62, 0.0)	(64, 0.0)	(66, 5.009859612461475e-05)	(68, 0.0)	(70, 0.0)	(72, 0.0002764842060989306)	(74, 0.0)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0023760390543393598)	(86, 0.0)	(88, 0.012895286777820272)	(90, 2.6642395799325426e-06)	(92, 0.0)	(94, 0.0003305376439731227)	(96, 0.0)	(98, 0.0)	(100, 0.0)
ERR950166_2_val_2	(1, 0.07568306324320984)	(2, 0.10568068637365537)	(3, 0.128342194022651)	(4, 0.08436134534640166)	(5, 0.04715107013294539)	(6, 0.016221497478797753)	(7, 0.006352390984208792)	(8, 0.00017125568170594236)	(9, 0.0)	(10, 0.0017523837197817359)	(12, 0.0)	(14, 3.982690272231217e-06)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0018001760030485103)	(24, 0.016205566717708824)	(26, 0.05243211743392398)	(28, 0.12750383772034632)	(30, 0.10016466034661513)	(32, 0.06073204396125384)	(34, 0.03255052759494574)	(36, 0.005424424150778919)	(38, 0.001013594674282845)	(40, 0.0)	(42, 1.593076108892487e-05)	(44, 0.0)	(46, 0.0)	(48, 8.164515058073996e-05)	(50, 0.03864967972947178)	(52, 0.10786678607946361)	(54, 0.07795793813240683)	(56, 0.04036687968899517)	(58, 0.0008710742103367905)	(60, 0.0001466212298336244)	(62, 0.004539498688164771)	(64, 8.660426114822116e-05)	(66, 0.005936946429860472)	(68, 0.008501354081439372)	(70, 0.007049196437050771)	(72, 0.007803047828649339)	(74, 0.004966595065460284)	(76, 0.014838348858202259)	(78, 0.020137541885192463)	(80, 0.010968049263285793)	(82, 0.0007929819637847416)	(84, 0.0)	(86, 0.0)	(88, 0.0002985676577788613)	(90, 0.0)	(92, 9.390001161314738e-05)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
ERR950167_1_val_1	(1, 0.007863114678887274)	(2, 0.059914136948950675)	(3, 0.0016145764983325525)	(4, 0.0)	(5, 0.0024218647474988286)	(6, 0.0008454278514890925)	(7, 0.0)	(8, 0.0)	(9, 1.9069801161408102e-05)	(10, 0.0008231797501341162)	(12, 3.178300193568017e-05)	(14, 0.000389341773712082)	(16, 5.4031103290656286e-05)	(18, 0.0002526748653886573)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 9.534900580704051e-06)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 1.4302350871056076e-05)	(42, 0.00037662857293781)	(44, 1.2713200774272065e-05)	(46, 0.002501322252338029)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 2.955457657297707e-05)	(62, 0.0)	(64, 0.0)	(66, 1.0114927321465591e-05)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)	(78, 0.0)	(80, 8.136545000467757e-05)	(82, 0.0)	(84, 0.0012248792405606234)	(86, 0.0)	(88, 0.006026828284113394)	(90, 2.18078821536941e-06)	(92, 0.0)	(94, 0.0020279275345264853)	(96, 0.0)	(98, 0.0)	(100, 0.0)
ERR950167_2_val_2	(1, 0.03937913939830773)	(2, 0.06275871562219405)	(3, 0.07359989758245455)	(4, 0.05384676187942934)	(5, 0.025327874242543527)	(6, 0.02010910532470484)	(7, 0.003963340341379316)	(8, 9.534900580704051e-06)	(9, 0.0)	(10, 1.5891500967840082e-06)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.00027810126693720145)	(24, 0.012223742544462592)	(26, 0.04102390974847917)	(28, 0.1047488286295179)	(30, 0.07541152869278833)	(32, 0.03936324789733989)	(34, 0.035048705384571305)	(36, 0.005682800746099614)	(38, 0.00027810126693720145)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 1.2713200774272065e-05)	(50, 0.030934059167721364)	(52, 0.06981465040434284)	(54, 0.06106445945847771)	(56, 0.03656912604260856)	(58, 0.0017879669854506308)	(60, 0.0)	(62, 0.00469345676091203)	(64, 8.186633046002563e-05)	(66, 0.006082878229879401)	(68, 0.0070038587293937676)	(70, 0.005901425691266604)	(72, 0.005485599320647682)	(74, 0.002723079863838888)	(76, 0.008387932240633274)	(78, 0.014372850546364266)	(80, 0.011856423387753598)	(82, 0.00020387013211015356)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
ERR950168_1_val_1	(1, 0.00966912529732665)	(2, 0.05377508332603331)	(3, 0.0018894174649455456)	(4, 0.0)	(5, 0.0005571896293520123)	(6, 0.002027667523356195)	(7, 0.0)	(8, 0.0)	(9, 2.9325769965895388e-05)	(10, 0.0009530875238916001)	(12, 2.3041676401774945e-05)	(14, 0.0003833297074113468)	(16, 0.005023085455586938)	(18, 0.0003121099803513152)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0022140956324251016)	(34, 0.00035609863530015824)	(36, 0.0002178485768895086)	(38, 0.0003833297074113468)	(40, 2.0946978547068133e-05)	(42, 0.0004503600387619649)	(44, 6.49356334959112e-05)	(46, 0.0028445996866918524)	(48, 0.0)	(50, 5.031708358493623e-05)	(52, 0.0)	(54, 0.0)	(56, 0.00014864895828615055)	(58, 0.0)	(60, 1.5030901923901765e-05)	(62, 0.0)	(64, 0.0)	(66, 1.3171481871397996e-05)	(68, 0.0)	(70, 0.0)	(72, 6.8018539677322765e-06)	(74, 0.0)	(76, 0.0)	(78, 0.0)	(80, 8.423674231005787e-05)	(82, 9.813272559082157e-06)	(84, 0.005657757634380381)	(86, 0.0)	(88, 2.1108179419525066e-05)	(90, 0.0)	(92, 0.0)	(94, 0.0036915800733286386)	(96, 0.0)	(98, 0.0)	(100, 0.0)
ERR950168_2_val_2	(1, 0.0444578672682974)	(2, 0.07000061290859229)	(3, 0.0821791862358577)	(4, 0.059569017592152364)	(5, 0.030712459945711295)	(6, 0.022325289735465215)	(7, 0.004428191264850203)	(8, 8.378791418827252e-06)	(9, 0.0)	(10, 0.00018223871335949275)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.00024298495114599035)	(24, 0.013760070207569057)	(26, 0.045366966137240165)	(28, 0.1172884169785986)	(30, 0.08400785746301676)	(32, 0.04351315853582463)	(34, 0.03957303187112112)	(36, 0.006223347326333942)	(38, 0.0002869736060948334)	(40, 0.0)	(42, 2.0946978547068133e-05)	(44, 0.0)	(46, 0.0)	(48, 1.885228069236132e-05)	(50, 0.03402519575390382)	(52, 0.07700933410050065)	(54, 0.067065591683503)	(56, 0.04021239861403064)	(58, 0.0019219607895226997)	(60, 0.0)	(62, 0.008007284553621664)	(64, 0.0004178891283988506)	(66, 0.00783583631247166)	(68, 0.007621284864143742)	(70, 0.006538719026952796)	(72, 0.005764560611225107)	(74, 0.002693018069465418)	(76, 0.008938752152052644)	(78, 0.015228162888375382)	(80, 0.012397675927280425)	(82, 0.00019701320202492604)	(84, 0.0)	(86, 7.32031676676653e-05)	(88, 0.0)	(90, 0.0)	(92, 0.0)	(94, 5.683102207723239e-06)	(96, 0.0)	(98, 0.0)	(100, 0.0)
ERR950169_1_val_1	(1, 0.0007578753606531344)	(2, 18.420366166195965)	(3, 0.00019268017643723755)	(4, 0.0016185134820727956)	(5, 0.00013808745978002024)	(6, 0.00013166478723211235)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.004592210871754162)	(12, 0.0)	(14, 6.743806175303315e-05)	(16, 0.0)	(18, 0.00013808745978002024)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0006567182680235847)	(34, 0.0003725150077786593)	(36, 0.00021194819408096131)	(38, 0.0)	(40, 0.0)	(42, 7.546640243791804e-05)	(44, 6.101538920512523e-05)	(46, 0.004987205233450499)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.00040396014623292396)	(56, 5.7102909345917335e-05)	(58, 0.0)	(60, 9.93230340644237e-06)	(62, 0.0)	(64, 0.0)	(66, 8.192906069868079e-05)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0019095392869571837)	(86, 0.0)	(88, 0.009877768763984522)	(90, 0.0)	(92, 0.0)	(94, 0.0004496269469452587)	(96, 0.0)	(98, 0.0)	(100, 0.0)
ERR950169_2_val_2	(1, 0.11987597177042736)	(2, 0.1549212845280869)	(3, 0.18719200274505024)	(4, 0.12364286921977535)	(5, 0.06633015073851903)	(6, 0.023905187223313272)	(7, 0.008879344797482699)	(8, 0.00020552552153305342)	(9, 0.0)	(10, 0.0024117135417394235)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0024566722495747793)	(24, 0.02359208193660276)	(26, 0.07618092475887281)	(28, 0.18463899040725684)	(30, 0.14543018017041598)	(32, 0.08795850054359894)	(34, 0.04734473068690322)	(36, 0.007565908261435528)	(38, 0.0014178049649506731)	(40, 0.0)	(42, 3.211336273953959e-05)	(44, 0.0)	(46, 0.0)	(48, 0.00012042511027327349)	(50, 0.05622965759687637)	(52, 0.15711408224944243)	(54, 0.11350936607554686)	(56, 0.058693301889883906)	(58, 0.001300962651738082)	(60, 0.00022255841548431547)	(62, 0.0015691910117934418)	(64, 0.00016227245679328547)	(66, 0.008718418024155114)	(68, 0.012017196156309603)	(70, 0.008811969178738593)	(72, 0.011445907940497888)	(74, 0.007541262940947842)	(76, 0.021890795494582123)	(78, 0.03045552895068365)	(80, 0.0162628898563694)	(82, 0.0011059263043338462)	(84, 0.0)	(86, 0.0)	(88, 0.000422401057172369)	(90, 0.0)	(92, 0.00017518450496946533)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
ERR950170_1_val_1	(1, 0.0)	(2, 14.489430473403395)	(3, 0.0001758190429385633)	(4, 0.0)	(5, 0.0009230499754274572)	(6, 0.00010256110838082859)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0036244363122439243)	(12, 0.0)	(14, 4.761765746252756e-05)	(16, 0.0)	(18, 0.00010256110838082859)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0008388033506860625)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 8.241517637745155e-05)	(46, 0.0038771761864681096)	(48, 1.8314483639433679e-06)	(50, 0.0)	(52, 0.0)	(54, 0.00020882433617376936)	(56, 0.0)	(58, 0.0)	(60, 7.522477208915723e-06)	(62, 0.0)	(64, 0.0)	(66, 3.666407052885857e-05)	(68, 0.0)	(70, 0.0)	(72, 0.0003627706627405127)	(74, 0.0)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.003032918124268736)	(84, 0.00507139682630131)	(86, 0.0)	(88, 0.011786386060044887)	(90, 2.5145238267602714e-06)	(92, 0.0)	(94, 0.000379598871967121)	(96, 0.0)	(98, 0.0)	(100, 0.0)
ERR950170_2_val_2	(1, 0.10335595697078001)	(2, 0.12259715348236903)	(3, 0.15343874393117532)	(4, 0.09711071804973313)	(5, 0.054199882882540025)	(6, 0.019138635403208194)	(7, 0.007215906553936869)	(8, 0.00018314483639433676)	(9, 0.0)	(10, 0.0020054359585179875)	(12, 0.0)	(14, 1.8314483639433679e-06)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.002025581890521365)	(24, 0.018649638690035313)	(26, 0.06044695325195085)	(28, 0.1462118486870548)	(30, 0.1152182480240412)	(32, 0.06989722680989863)	(34, 0.03764358967249198)	(36, 0.006118868983934792)	(38, 0.0011721269529237554)	(40, 0.0)	(42, 2.0145932003377043e-05)	(44, 0.0)	(46, 0.0)	(48, 0.00012087559202026228)	(50, 0.04472732001727342)	(52, 0.12451191320814309)	(54, 0.09008929004222323)	(56, 0.04687309210254871)	(58, 0.0010992396757325213)	(60, 0.0001843127436689701)	(62, 0.006534031632553939)	(64, 0.00015260181516807105)	(66, 0.011312300939893955)	(68, 0.009723597808015476)	(70, 0.007262681867370249)	(72, 0.009291636499595345)	(74, 0.005820076236576546)	(76, 0.017613945137643406)	(78, 0.02396088291598732)	(80, 0.01296913486098638)	(82, 0.0008836080967713962)	(84, 0.0)	(86, 0.0)	(88, 0.0003639310018466673)	(90, 5.5649813715726705e-05)	(92, 0.00015562900659395312)	(94, 0.0)	(96, 2.638719252224961e-06)	(98, 0.0)	(100, 0.0)
ERR950171_1_val_1	(1, 0.0011594550688822682)	(2, 15.487535432521419)	(3, 0.00021540334995289844)	(4, 0.0021832858063127116)	(5, 0.000265930061670245)	(6, 0.0001914696444025764)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.004040807287079373)	(12, 0.0)	(14, 4.9197061408995324e-05)	(16, 0.0)	(18, 0.00012099817805996149)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.000856294798578189)	(34, 0.00044676250360601167)	(36, 0.0002752376138287036)	(38, 0.0)	(40, 1.329650308351225e-06)	(42, 8.110866880942472e-05)	(44, 8.376796942612718e-05)	(46, 0.0042947704959744575)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0004983917529518024)	(56, 5.809678473072742e-05)	(58, 0.0)	(60, 5.478571805908061e-06)	(62, 0.0)	(64, 0.0)	(66, 7.03698717867973e-05)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0025864335166567065)	(86, 0.0)	(88, 0.012980742723013599)	(90, 0.0)	(92, 0.0)	(94, 0.0004471614947448229)	(96, 0.0)	(98, 0.0)	(100, 0.0)
ERR950171_2_val_2	(1, 0.10657413151496739)	(2, 0.13169654444095544)	(3, 0.15984258216813418)	(4, 0.10535351253190096)	(5, 0.05708188773751809)	(6, 0.02044470314120844)	(7, 0.0077997287087882864)	(8, 0.000212744049336196)	(9, 0.0)	(10, 0.0021128143399700965)	(12, 0.0)	(14, 2.65930061670245e-06)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0021354183952120675)	(24, 0.020093675459803714)	(26, 0.06540549866779677)	(28, 0.1581353111722112)	(30, 0.12478768143876248)	(32, 0.07560524618315902)	(34, 0.040747133699423295)	(36, 0.006509967909687598)	(38, 0.0012418933880000442)	(40, 0.0)	(42, 2.5263355858673277e-05)	(44, 0.0)	(46, 0.0)	(48, 0.00010903132528480047)	(50, 0.04818999117353299)	(52, 0.13447029185731785)	(54, 0.0971564315201145)	(56, 0.050562336545161)	(58, 0.0011582907652413798)	(60, 0.00015186516070241331)	(62, 0.001421982711831814)	(64, 0.00014713833906383953)	(66, 0.007562269050220717)	(68, 0.010495355935678288)	(70, 0.0076456535551775034)	(72, 0.009841148957677674)	(74, 0.006697556058142499)	(76, 0.01850194999685144)	(78, 0.025661729447777084)	(80, 0.014056296053216089)	(82, 0.0009795598511069025)	(84, 0.0)	(86, 0.0)	(88, 0.0003730296401099163)	(90, 0.0)	(92, 0.0001677929007732561)	(94, 0.0)	(96, 1.9245720194480313e-06)	(98, 0.0)	(100, 0.0)
ERR950172_1_val_1	(1, 0.019800762530312384)	(2, 0.005309676736252012)	(3, 0.0)	(4, 0.0014111504193907785)	(5, 0.00016076397182932921)	(6, 8.038198591466461e-05)	(7, 0.0)	(8, 0.0)	(9, 0.002402528245671642)	(10, 0.0029830648106108863)	(12, 0.0)	(14, 0.004311600411144927)	(16, 0.0)	(18, 6.6984988262220515e-06)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0005492769037502082)	(34, 0.0003259936095428065)	(36, 0.0007479990355947956)	(38, 0.0)	(40, 2.232832942074017e-06)	(42, 6.0286489435998456e-05)	(44, 0.0007011095438112414)	(46, 0.009172477726040061)	(48, 2.0095496478666152e-05)	(50, 0.0)	(52, 0.0)	(54, 0.00035000413569402915)	(56, 0.0007088552791519801)	(58, 0.00031555498095076897)	(60, 0.0030268169072698386)	(62, 0.0)	(64, 0.0)	(66, 0.00020280657414960905)	(68, 0.00025005298741876254)	(70, 0.00045034585357421207)	(72, 0.0)	(74, 6.42785345146805e-05)	(76, 0.0)	(78, 0.0)	(80, 0.0003010886899823173)	(82, 0.0)	(84, 0.0016534983519276123)	(86, 0.0)	(88, 0.008176844145426848)	(90, 0.0)	(92, 0.0)	(94, 0.0025369774229526635)	(96, 0.0)	(98, 0.0)	(100, 0.0)
ERR950172_2_val_2	(1, 0.08136443240917718)	(2, 0.13194702987892196)	(3, 0.14261997134203575)	(4, 0.10573357113897298)	(5, 0.05250729946581258)	(6, 0.04391982397059591)	(7, 0.000656452884969761)	(8, 0.0)	(9, 6.251932237807247e-05)	(10, 1.1164164710370084e-05)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 7.591632003051657e-05)	(22, 0.0013597952617230764)	(24, 0.034171275345500754)	(26, 0.08259695619320204)	(28, 0.2164084015787558)	(30, 0.1567939948583216)	(32, 0.08551526884849277)	(34, 0.054315894148892534)	(36, 0.007430868031222329)	(38, 9.15461506250347e-05)	(40, 0.001551818894741442)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.00013620280946651504)	(50, 0.04358930858180834)	(52, 0.15943073929804463)	(54, 0.11170194164264037)	(56, 0.06591679978752882)	(58, 0.0009674783083683044)	(60, 6.926683114152685e-06)	(62, 2.328362272121147e-05)	(64, 0.003471302223471171)	(66, 0.00937960707189695)	(68, 0.0124679493817997)	(70, 0.016856077637898752)	(72, 0.014873307861365691)	(74, 0.004376454525708257)	(76, 0.02145492965776021)	(78, 0.017596263837571072)	(80, 0.014731328778123194)	(82, 2.6679161763147898e-06)	(84, 0.00033432868146231453)	(86, 5.552674797022667e-06)	(88, 0.001899856647698103)	(90, 0.0)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
