Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
ERR950163_1 - illumina_universal_adapter	(1, 0.014007057212415536)	(2, 0.020016755804158407)	(3, 0.028646937810110004)	(4, 0.035658960689945673)	(5, 0.052163334348965314)	(6, 0.08128595148223801)	(7, 0.13118980904618055)	(8, 0.16241900603917372)	(9, 0.17018277213507899)	(10, 0.17323009279908996)	(12, 0.1751858993019151)	(14, 0.1767000035760892)	(16, 0.17921643213835609)	(18, 0.1834402096998319)	(20, 0.1903970198010862)	(22, 0.19848993900007278)	(24, 0.2102184073118028)	(26, 0.22782278940563613)	(28, 0.25582416242002537)	(30, 0.2947385534778657)	(32, 0.33719930377535634)	(34, 0.3913970166582049)	(36, 0.4578604606597485)	(38, 0.5362859654977895)	(40, 0.6264378150791534)	(42, 0.7381438839913267)	(44, 0.863266658098776)	(46, 1.007851936656163)	(48, 1.1811308715286133)	(50, 1.3908077688966372)	(52, 1.6426757233744658)	(54, 1.9122245084087788)	(56, 2.21639807631884)	(58, 2.5481737863827787)	(60, 2.89685947167147)	(62, 3.293272356906953)	(64, 3.7287673951044273)	(66, 4.216514957523961)	(68, 4.729297267893336)	(70, 5.320985009560729)	(72, 5.954213996405393)	(74, 6.623917394208281)	(76, 7.394717513162089)	(78, 8.151183545368808)	(80, 8.917243859638244)	(82, 9.708549155129814)	(84, 10.521389557836532)	(86, 11.446027342896922)	(88, 12.397598346062992)	(90, 13.062018305669325)
ERR950163_1 - polya	(1, 0.005291932470184888)	(2, 0.034843510421666786)	(3, 0.040959387433758467)	(4, 0.04944516678803568)	(5, 0.058202762898405855)	(6, 0.0728978562746817)	(7, 0.08478134508012096)	(8, 0.1035154655664657)	(9, 0.11626961741876522)	(10, 0.13955454500126013)	(12, 0.1639968173655571)	(14, 0.18655123741605217)	(16, 0.20573555440467586)	(18, 0.22276869659703258)	(20, 0.2387124481966105)	(22, 0.2574019737464087)	(24, 0.2790156529926133)	(26, 0.30999639248199024)	(28, 0.33555990896517063)	(30, 0.3676937460995357)	(32, 0.41609624079974605)	(34, 0.4634327041596543)	(36, 0.49229412237886894)	(38, 0.5226165556620832)	(40, 0.5475557430336127)	(42, 0.5713885512651073)	(44, 0.594870970709451)	(46, 0.6213178916499337)	(48, 0.6429591772854288)	(50, 0.6605253351479368)	(52, 0.6767069264090959)	(54, 0.6923172777687786)	(56, 0.7077980914556357)	(58, 0.7228456971874695)	(60, 0.7371160768823501)	(62, 0.7524716000331957)	(64, 0.7709317801950404)	(66, 0.7888122261817807)	(68, 0.8066268415479048)	(70, 0.8330015611625501)	(72, 0.8578154579980679)	(74, 0.8729565007398088)	(76, 0.887262981097608)	(78, 0.9019453330634419)	(80, 0.9187300177521824)	(82, 0.9449921882412582)	(84, 0.967654910280509)	(86, 0.9849280157028539)	(88, 1.0010097992488853)	(90, 1.0133286195777547)
ERR950164_1 - illumina_universal_adapter	(1, 0.02829183381733059)	(2, 0.0395582998913622)	(3, 0.05497183082969546)	(4, 0.06811786253392438)	(5, 0.10098840564807286)	(6, 0.16629238359027743)	(7, 0.2950699485266746)	(8, 0.3842291111823719)	(9, 0.4034017733810998)	(10, 0.41148008089344495)	(12, 0.4158211125597001)	(14, 0.41883989166052576)	(16, 0.42318365525356894)	(18, 0.43022656251323277)	(20, 0.44204760972524415)	(22, 0.45445875312348016)	(24, 0.4706809343910844)	(26, 0.49489400151381524)	(28, 0.5317422300314046)	(30, 0.5818184480568651)	(32, 0.6364296645505344)	(34, 0.703812638778466)	(36, 0.7846749397787719)	(38, 0.8741646655758265)	(40, 0.9724785148983714)	(42, 1.0902163636841475)	(44, 1.2154342280156798)	(46, 1.3583167309589212)	(48, 1.528368245809593)	(50, 1.7330223453580547)	(52, 1.976538103466919)	(54, 2.23389926653776)	(56, 2.531080994471618)	(58, 2.841512567327653)	(60, 3.158470713280404)	(62, 3.5245926137113983)	(64, 3.9038960608948665)	(66, 4.321121383823638)	(68, 4.7734984087346035)	(70, 5.3139964641217965)	(72, 5.879988860295329)	(74, 6.466929671079839)	(76, 7.126780143984562)	(78, 7.766523635729035)	(80, 8.42422681417833)	(82, 9.131063695911196)	(84, 9.837031824925456)	(86, 10.606003649526357)	(88, 11.449619909757901)	(90, 12.03417574845642)
ERR950164_1 - polya	(1, 0.00405417935350701)	(2, 0.037498427093151765)	(3, 0.04465061142433866)	(4, 0.05497729468327161)	(5, 0.06645138719319711)	(6, 0.08517601339868029)	(7, 0.09943667123244485)	(8, 0.12439009051474473)	(9, 0.1404210369071835)	(10, 0.16728953686792572)	(12, 0.19460607282191264)	(14, 0.21893114894295468)	(16, 0.2390272023960528)	(18, 0.25674374761673535)	(20, 0.27345221185261737)	(22, 0.29181075986849814)	(24, 0.3131006653279861)	(26, 0.34591110605279685)	(28, 0.3735937201963862)	(30, 0.4095813917757311)	(32, 0.46569789992963107)	(34, 0.5230519709185301)	(36, 0.5571628087944658)	(38, 0.593303468273943)	(40, 0.6217264345771013)	(42, 0.6473382482153278)	(44, 0.672299863277992)	(46, 0.7007501488490311)	(48, 0.7238431259886502)	(50, 0.7417509060844982)	(52, 0.757858346427003)	(54, 0.7734658441672899)	(56, 0.7891225165897621)	(58, 0.8041808970456452)	(60, 0.8178678502539135)	(62, 0.8328114897846974)	(64, 0.8530796546254444)	(66, 0.8747001232262896)	(68, 0.8977712449516042)	(70, 0.9449488886549144)	(72, 0.9913861801986559)	(74, 1.0096409149965897)	(76, 1.0245545033327048)	(78, 1.0390419110898796)	(80, 1.056963350819668)	(82, 1.084132362727099)	(84, 1.1078509511011878)	(86, 1.1255483728343538)	(88, 1.1424289484578847)	(90, 1.1555066819924118)
ERR950165_1 - illumina_universal_adapter	(1, 0.0030551423288972955)	(2, 0.003488495850726699)	(3, 0.003982518865612219)	(4, 0.0048102240923063805)	(5, 0.00665631009529964)	(6, 0.009044088000579653)	(7, 0.012588919809144176)	(8, 0.01526704457404989)	(9, 0.016593106350847864)	(10, 0.017990671458747692)	(12, 0.019362235355337754)	(14, 0.020872472378913223)	(16, 0.022985070797831568)	(18, 0.026692410177082116)	(20, 0.03543315071238119)	(22, 0.04235380645599676)	(24, 0.04982048763711738)	(26, 0.05933693097649109)	(28, 0.07565919137619558)	(30, 0.09915128579456756)	(32, 0.1249098191321073)	(34, 0.1582888741510171)	(36, 0.1979840567505905)	(38, 0.24656948685049407)	(40, 0.3028166072163415)	(42, 0.3748464628472158)	(44, 0.45538304811160135)	(46, 0.5511866779500367)	(48, 0.6702137230233098)	(50, 0.8249425979924985)	(52, 1.0228053157569768)	(54, 1.2368906226111387)	(56, 1.481813366078681)	(58, 1.7452294710902931)	(60, 2.0226905637443964)	(62, 2.3536643160416033)	(64, 2.701419683471654)	(66, 3.092486568640944)	(68, 3.5190407737128444)	(70, 4.037619765912828)	(72, 4.598608900526646)	(74, 5.176435986231145)	(76, 5.828327522351508)	(78, 6.4795040251608516)	(80, 7.138844908321462)	(82, 7.851572778603845)	(84, 8.580787583624229)	(86, 9.375072586714907)	(88, 10.242327822578828)	(90, 10.861156651751216)
ERR950165_1 - polya	(1, 0.00308114354020706)	(2, 0.012203235174716005)	(3, 0.01452601005172161)	(4, 0.017750160254132372)	(5, 0.02118232014702125)	(6, 0.02766962236880742)	(7, 0.03288286523641515)	(8, 0.042845662703273134)	(9, 0.05019100489828153)	(10, 0.06286009510896415)	(12, 0.08074242818725448)	(14, 0.09772555270774883)	(16, 0.11346928615581105)	(18, 0.12780678742553686)	(20, 0.14176510436366196)	(22, 0.15792269042507126)	(24, 0.1775232702174152)	(26, 0.20564574701653435)	(28, 0.22796345339074864)	(30, 0.2546840315467497)	(32, 0.2978287081800851)	(34, 0.34482806439009306)	(36, 0.3736590741974033)	(38, 0.40595041187652126)	(40, 0.43140559774878046)	(42, 0.4532747832279013)	(44, 0.4742187589379164)	(46, 0.49778885699021763)	(48, 0.5171120905285908)	(50, 0.5337181974850935)	(52, 0.5480318643111187)	(54, 0.5619381788266242)	(56, 0.5758119918279927)	(58, 0.5893152875681968)	(60, 0.6020255463634532)	(62, 0.6157975212871917)	(64, 0.6309648945512207)	(66, 0.644351184840531)	(68, 0.6565890882969934)	(70, 0.6700447151497965)	(72, 0.6833985039249695)	(74, 0.6974824933844251)	(76, 0.7110919607374775)	(78, 0.7257154753316107)	(80, 0.7437928174947244)	(82, 0.7717051178357562)	(84, 0.7963325984813212)	(86, 0.813174883107221)	(88, 0.8286542709069673)	(90, 0.8402421440806855)
ERR950166_1 - illumina_universal_adapter	(1, 0.009290978448650901)	(2, 0.014669372526328666)	(3, 0.024997693228955155)	(4, 0.03246956424672133)	(5, 0.05004424678146713)	(6, 0.08235595459823565)	(7, 0.13503114187891624)	(8, 0.1647119091964713)	(9, 0.17095475515246206)	(10, 0.17298433782328387)	(12, 0.1742847741271808)	(14, 0.1756058821064287)	(16, 0.1771581370009646)	(18, 0.1802119072232659)	(20, 0.1869414771716112)	(22, 0.19241571265318885)	(24, 0.19904568271120673)	(26, 0.20865801174940443)	(28, 0.22398699864375016)	(30, 0.245930921650404)	(32, 0.2692278997709391)	(34, 0.30021098263560475)	(36, 0.33868472895017393)	(38, 0.38503438357345987)	(40, 0.4386642264067122)	(42, 0.512191496386873)	(44, 0.5948556468721594)	(46, 0.6926909278218387)	(48, 0.8111396275828553)	(50, 0.9588631781272627)	(52, 1.1399320202559866)	(54, 1.3358337290706332)	(56, 1.5579583976895832)	(58, 1.8036487762086306)	(60, 2.0652751371800564)	(62, 2.3673766384886674)	(64, 2.706760445914347)	(66, 3.0914772373846873)	(68, 3.498344668615191)	(70, 3.984390254169524)	(72, 4.501610605396323)	(74, 5.048810523611658)	(76, 5.679696900620545)	(78, 6.306990164604793)	(80, 6.953502448935794)	(82, 7.627748604614933)	(84, 8.3274134040029)	(86, 9.1388330388246)	(88, 9.989893429996593)	(90, 10.587325519314767)
ERR950166_1 - polya	(1, 0.005295707376273916)	(2, 0.03832152761425752)	(3, 0.04930006646883247)	(4, 0.059399119499384645)	(5, 0.07075350699670437)	(6, 0.0880237521308269)	(7, 0.10155806175606634)	(8, 0.12397367480936487)	(9, 0.1385528436614348)	(10, 0.16348476337790963)	(12, 0.19010800198673594)	(14, 0.2129990635731066)	(16, 0.23131792642048704)	(18, 0.24758653492169475)	(20, 0.263225596946305)	(22, 0.2810145132074153)	(24, 0.3019737127700778)	(26, 0.3318198534904406)	(28, 0.3573550102785208)	(30, 0.38911797907688195)	(32, 0.43840864932964574)	(34, 0.4862147174435677)	(36, 0.5158034018436504)	(38, 0.5460686138006736)	(40, 0.5711959748113757)	(42, 0.5953235784323767)	(44, 0.6186374697418352)	(46, 0.6450727840292891)	(48, 0.6673136274637113)	(50, 0.6851514040483785)	(52, 0.7009464432597277)	(54, 0.7163261697208441)	(56, 0.7316664320744721)	(58, 0.746777426756026)	(60, 0.7607928226439786)	(62, 0.7763849035882457)	(64, 0.7959628593888213)	(66, 0.815429939839787)	(68, 0.8352108539074447)	(70, 0.8677217615048679)	(72, 0.8965098882959042)	(74, 0.911810686542044)	(76, 0.9260591085884986)	(78, 0.9407998923569487)	(80, 0.958819955533347)	(82, 0.986283215858708)	(84, 1.010444645857556)	(86, 1.0291149271859028)	(88, 1.0467647794491977)	(90, 1.0603441909115663)
ERR950167_1 - illumina_universal_adapter	(1, 0.030747348713099823)	(2, 0.03719784145011377)	(3, 0.043134683839550686)	(4, 0.052251977509043084)	(5, 0.08253047096301735)	(6, 0.1257816220325419)	(7, 0.1785890586383834)	(8, 0.2191196546692877)	(9, 0.23644340854309231)	(10, 0.2514721607185658)	(12, 0.2613584367398087)	(14, 0.2674416097515204)	(16, 0.2754315603616505)	(18, 0.28926428367546925)	(20, 0.3071240854410766)	(22, 0.32781642996643295)	(24, 0.3563867373807906)	(26, 0.3907162000003942)	(28, 0.443050301838265)	(30, 0.5128694198683658)	(32, 0.5896362561172919)	(34, 0.6758996511179332)	(36, 0.7718776076340865)	(38, 0.8892855344654307)	(40, 1.0139861016966767)	(42, 1.1645513529998106)	(44, 1.3180387372395965)	(46, 1.5174590051775358)	(48, 1.7610099010882638)	(50, 2.1137771953221742)	(52, 2.5653654410192925)	(54, 3.029877069734664)	(56, 3.452355973786392)	(58, 3.942736766082497)	(60, 4.433886540730352)	(62, 5.059644063005307)	(64, 5.574329177125573)	(66, 6.165696016826708)	(68, 6.844834352839683)	(70, 7.715070029356312)	(72, 8.770829044203614)	(74, 9.859491544688147)	(76, 10.955918527170939)	(78, 12.04833634923732)	(80, 13.020455468097625)	(82, 14.099878235004233)	(84, 15.155001159595523)	(86, 16.3757852802981)	(88, 18.033645531209125)	(90, 19.177556800620106)
ERR950167_1 - polya	(1, 0.020581849973842655)	(2, 0.03550757344587771)	(3, 0.03890005481127023)	(4, 0.042271631802052054)	(5, 0.04635395752959746)	(6, 0.05327330552573696)	(7, 0.06104376020245469)	(8, 0.07275020998444297)	(9, 0.08179284517318289)	(10, 0.09527318045785)	(12, 0.11529957133489424)	(14, 0.13642344187899985)	(16, 0.15928834819425325)	(18, 0.17766777298589786)	(20, 0.19507962386699035)	(22, 0.2143400187315142)	(24, 0.22876851672173776)	(26, 0.2544719384752003)	(28, 0.2734740149963205)	(30, 0.2978634474885395)	(32, 0.3374682783581131)	(34, 0.383353380628585)	(36, 0.40633176783458214)	(38, 0.4321725611926292)	(40, 0.45171367194478235)	(42, 0.4707545708758939)	(44, 0.4876901006497856)	(46, 0.506787740026269)	(48, 0.5205368458416451)	(50, 0.5286357978336738)	(52, 0.5370259179006369)	(54, 0.5458341254598141)	(56, 0.5539928042364448)	(58, 0.5649810394335941)	(60, 0.5744522143018533)	(62, 0.5822420801835666)	(64, 0.5999376332915186)	(66, 0.6137046571422753)	(68, 0.6283660895924466)	(70, 0.6549519745884034)	(72, 0.6768239231096488)	(74, 0.6873507688957479)	(76, 0.6956617509731136)	(78, 0.7040100622908554)	(80, 0.7133378928760699)	(82, 0.7283233431327069)	(84, 0.7408570088814326)	(86, 0.7496278872002335)	(88, 0.7587496603785711)	(90, 0.7668501055402147)
ERR950168_1 - illumina_universal_adapter	(1, 0.006346010502828008)	(2, 0.007285268224309194)	(3, 0.008453319493330669)	(4, 0.010115083154412766)	(5, 0.01485151098068541)	(6, 0.022116709595561244)	(7, 0.03558743144723158)	(8, 0.045289080647317154)	(9, 0.048977874861168474)	(10, 0.05202042765126565)	(12, 0.0543063561657252)	(14, 0.05631131014811773)	(16, 0.059032749187281165)	(18, 0.06288812115942936)	(20, 0.06893710144264367)	(22, 0.0756483788371588)	(24, 0.08582567778081499)	(26, 0.10159838383449155)	(28, 0.12708478085391373)	(30, 0.16191558802550765)	(32, 0.1995420917911685)	(34, 0.24523457158809614)	(36, 0.3009618561017031)	(38, 0.37295957298293403)	(40, 0.4543538810008634)	(42, 0.5474106390605175)	(44, 0.6488063198397321)	(46, 0.7759432816781726)	(48, 0.9385312016196978)	(50, 1.158927624573069)	(52, 1.4293314933515404)	(54, 1.726805251333726)	(56, 2.052370441639783)	(58, 2.415311265593585)	(60, 2.7694937119906684)	(62, 3.2069770793018506)	(64, 3.635399017953871)	(66, 4.103962182433552)	(68, 4.604684889069247)	(70, 5.210698787675172)	(72, 5.914648366394001)	(74, 6.634073620946892)	(76, 7.4302390410901165)	(78, 8.214081721041259)	(80, 8.950064403376672)	(82, 9.765877971155156)	(84, 10.577775958133188)	(86, 11.501776762523136)	(88, 12.511071400043912)	(90, 13.183850868351792)
ERR950168_1 - polya	(1, 0.0046802329198592394)	(2, 0.012968981615836367)	(3, 0.014839469215025394)	(4, 0.017348170394195228)	(5, 0.020591419278625987)	(6, 0.025034830807171594)	(7, 0.02922135133497021)	(8, 0.03639824366833927)	(9, 0.041676550949312594)	(10, 0.053788560242344546)	(12, 0.06672543048308754)	(14, 0.08039082754626145)	(16, 0.09448571425130924)	(18, 0.10684859366225818)	(20, 0.11852107850869958)	(22, 0.1326962436514808)	(24, 0.14901082915985805)	(26, 0.171932330093697)	(28, 0.1905569276478538)	(30, 0.21234248868776462)	(32, 0.24677792455352143)	(34, 0.28880770062886113)	(36, 0.3123132271972108)	(38, 0.3384779770154805)	(40, 0.3602414614850146)	(42, 0.3782960821312641)	(44, 0.3942755051621042)	(46, 0.41189260832270647)	(48, 0.42563627686267047)	(50, 0.4377563139994758)	(52, 0.45266602684751794)	(54, 0.46812765395497746)	(56, 0.4825958353954857)	(58, 0.49413586081966693)	(60, 0.5060110487213852)	(62, 0.5164673152361652)	(64, 0.5288924104363575)	(66, 0.540661229408079)	(68, 0.5513001293687023)	(70, 0.5643453755003855)	(72, 0.5820507849424945)	(74, 0.6007215425983481)	(76, 0.6146337958575523)	(78, 0.6264969419936106)	(80, 0.64194050645258)	(82, 0.6639849654541813)	(84, 0.6836090295581194)	(86, 0.6971580228865798)	(88, 0.7099664476269494)	(90, 0.7212576098941569)
ERR950169_1 - illumina_universal_adapter	(1, 0.035552679989798656)	(2, 0.0423814142822452)	(3, 0.04982602650251908)	(4, 0.06314100687388866)	(5, 0.10801897997576565)	(6, 0.17466898889698276)	(7, 0.24829794623938478)	(8, 0.2968231183870295)	(9, 0.3159273512799761)	(10, 0.33309231977091025)	(12, 0.3432993698186828)	(14, 0.3495888353889586)	(16, 0.3565467538321202)	(18, 0.3697160264986135)	(20, 0.3884837797431861)	(22, 0.4097961603285868)	(24, 0.43552032987503353)	(26, 0.46085244054547314)	(28, 0.49442079189463783)	(30, 0.5305608091278036)	(32, 0.5701257084962043)	(34, 0.6192817799845503)	(36, 0.6755760268705437)	(38, 0.7421779672705646)	(40, 0.820079014434286)	(42, 0.910015217592526)	(44, 1.012621982509848)	(46, 1.1358426323139372)	(48, 1.2918745542583498)	(50, 1.509877315013779)	(52, 1.7687548423402075)	(54, 2.0463685779441736)	(56, 2.337946218955659)	(58, 2.6755750054144682)	(60, 3.036864019290859)	(62, 3.470174699332151)	(64, 3.9200149420998143)	(66, 4.4266781854866295)	(68, 4.991349618968343)	(70, 5.64295898159868)	(72, 6.454756691115618)	(74, 7.296691861281338)	(76, 8.209394409636992)	(78, 9.208636819700114)	(80, 10.097401244500023)	(82, 11.035133973127353)	(84, 12.002349228802165)	(86, 13.058851762599067)	(88, 14.23636379422503)	(90, 15.044963444941128)
ERR950169_1 - polya	(1, 0.03237414902569464)	(2, 0.05419425336623103)	(3, 0.06979849705957346)	(4, 0.07631779024681894)	(5, 0.08455252878425668)	(6, 0.09772931215718694)	(7, 0.10865588788161637)	(8, 0.12552793882151067)	(9, 0.13796566868104815)	(10, 0.16366430182560937)	(12, 0.19443566609766555)	(14, 0.22641625410606564)	(16, 0.2578500626858581)	(18, 0.28414955234537276)	(20, 0.30864797460131443)	(22, 0.3371556119532833)	(24, 0.3730207373308578)	(26, 0.431353389943831)	(28, 0.47408780742861145)	(30, 0.5257824976926359)	(32, 0.6121916731080989)	(34, 0.710105748643634)	(36, 0.7617178211368524)	(38, 0.8174232286381915)	(40, 0.8579645198433916)	(42, 0.8913120564233108)	(44, 0.9234789099513465)	(46, 0.9588753672472573)	(48, 0.9860896609507888)	(50, 1.0070880940071263)	(52, 1.0282157112141788)	(54, 1.0489963337838455)	(56, 1.0693713782059189)	(58, 1.0995809416364934)	(60, 1.1289102502726611)	(62, 1.1493769253132649)	(64, 1.1919100558655358)	(66, 1.2236157520183446)	(68, 1.2605864533834334)	(70, 1.3220871219714991)	(72, 1.3722105724489202)	(74, 1.4044585416064748)	(76, 1.4293685505751594)	(78, 1.4545624642471597)	(80, 1.4837595844500377)	(82, 1.5265991518249349)	(84, 1.5617102022762428)	(86, 1.5878114092858229)	(88, 1.6118336527536639)	(90, 1.629907416723465)
ERR950170_1 - illumina_universal_adapter	(1, 0.02350131862246674)	(2, 0.03403403635950192)	(3, 0.04995439466458914)	(4, 0.06051785987474573)	(5, 0.08387910667521492)	(6, 0.12111771301114856)	(7, 0.18119485910448735)	(8, 0.21666377754298854)	(9, 0.2245180487325584)	(10, 0.22804717536971614)	(12, 0.23050184864057566)	(14, 0.23479966210576872)	(16, 0.23932978981232356)	(18, 0.25076614162053806)	(20, 0.28695933387034367)	(22, 0.30746960663527734)	(24, 0.3230824902091505)	(26, 0.3392727430005257)	(28, 0.36647742394117144)	(30, 0.4054669280520745)	(32, 0.44392347596220627)	(34, 0.4933619963555362)	(36, 0.5513192749964486)	(38, 0.6185264184680529)	(40, 0.6937381541089318)	(42, 0.7923555495670107)	(44, 0.908939718485702)	(46, 1.0274438962815304)	(48, 1.1682365757044808)	(50, 1.3449183890319254)	(52, 1.565960265108813)	(54, 1.8007787173370446)	(56, 2.0674327615965975)	(58, 2.3408239188556417)	(60, 2.629264256014667)	(62, 2.97618628705062)	(64, 3.3215214068349175)	(66, 3.708425402086414)	(68, 4.127993462950559)	(70, 4.690436490445155)	(72, 5.279798930657547)	(74, 5.840455188325198)	(76, 6.460805956865121)	(78, 7.086894545528091)	(80, 7.708311226469557)	(82, 8.369045384568555)	(84, 9.02299972484428)	(86, 9.77268119810467)	(88, 10.606070958745159)	(90, 11.169788298181341)
ERR950170_1 - polya	(1, 0.004396888656362072)	(2, 0.039971715057837025)	(3, 0.052509851319568805)	(4, 0.06256769141617327)	(5, 0.07479493656078855)	(6, 0.10189370953846061)	(7, 0.11999713843516817)	(8, 0.14909791355163446)	(9, 0.1662345052379687)	(10, 0.19386794260936313)	(12, 0.2256369151155876)	(14, 0.2536290730067319)	(16, 0.2755366476057387)	(18, 0.2943182291040685)	(20, 0.31185795432688346)	(22, 0.33195655259058054)	(24, 0.3566826455590502)	(26, 0.40081722683893634)	(28, 0.4315851982757637)	(30, 0.4690680762037175)	(32, 0.5316648069000609)	(34, 0.5970305183702829)	(36, 0.632166339183302)	(38, 0.6693759062390654)	(40, 0.697479096672037)	(42, 0.7240824936938641)	(44, 0.7501683082514807)	(46, 0.7804682348196821)	(48, 0.8040942515275857)	(50, 0.8235591102063914)	(52, 0.8414490149842002)	(54, 0.8588127963330427)	(56, 0.875715365585064)	(58, 0.8926145184511828)	(60, 0.9082923133572012)	(62, 0.9233876144668638)	(64, 0.9477003247411455)	(66, 0.9751253625724949)	(68, 0.9992228405349268)	(70, 1.0384822391321178)	(72, 1.0721831778661377)	(74, 1.0881752802751747)	(76, 1.1037181279380492)	(78, 1.1197973481875971)	(80, 1.138543057633952)	(82, 1.1680537990587037)	(84, 1.199686116128833)	(86, 1.222341879240461)	(88, 1.2425737165543507)	(90, 1.2579030400983264)
ERR950171_1 - illumina_universal_adapter	(1, 0.024286891613365086)	(2, 0.03674657949818357)	(3, 0.056373587841624564)	(4, 0.07191319857437571)	(5, 0.10398739511575235)	(6, 0.1618409458843056)	(7, 0.2664708249058361)	(8, 0.33237417402694064)	(9, 0.34750129509255795)	(10, 0.35384488618560106)	(12, 0.3580610305711842)	(14, 0.36130094941121726)	(16, 0.3661533278591371)	(18, 0.3733131485056299)	(20, 0.38534909700512)	(22, 0.3976275394301373)	(24, 0.41504960300744465)	(26, 0.4402639713875167)	(28, 0.47856926183999093)	(30, 0.5316991809355176)	(32, 0.5899702212459578)	(34, 0.6620584154366933)	(36, 0.7479525137895295)	(38, 0.8471425290796466)	(40, 0.9549048296340177)	(42, 1.0886089803450423)	(44, 1.2289292153231561)	(46, 1.3936050901924908)	(48, 1.5885327072556832)	(50, 1.8249892840184354)	(52, 2.10855343073656)	(54, 2.4061734753544424)	(56, 2.739012637733425)	(58, 3.0935975053824905)	(60, 3.450993552611507)	(62, 3.8589083343462245)	(64, 4.281281503898327)	(66, 4.747666070964922)	(68, 5.247651046341289)	(70, 5.835050081995446)	(72, 6.451738383953481)	(74, 7.084365036655832)	(76, 7.794532246967213)	(78, 8.481521287891738)	(80, 9.175660149713249)	(82, 9.911352970608085)	(84, 10.665254085385161)	(86, 11.499454438666312)	(88, 12.434049777053083)	(90, 13.074884974131399)
ERR950171_1 - polya	(1, 0.0036274091334012083)	(2, 0.02764930738485001)	(3, 0.03599909822258952)	(4, 0.04313141955794007)	(5, 0.05071622955844956)	(6, 0.06265593046894176)	(7, 0.07228818918086102)	(8, 0.08867527868426896)	(9, 0.1003399864833386)	(10, 0.12180194886118104)	(12, 0.14553510434563613)	(14, 0.16720706146311035)	(16, 0.18602034019047822)	(18, 0.20244617872322299)	(20, 0.21824078306838413)	(22, 0.2367753187782646)	(24, 0.2570823100881323)	(26, 0.2855428471516789)	(28, 0.31009473212696026)	(30, 0.34213017963900005)	(32, 0.39062271490099176)	(34, 0.43856901384620317)	(36, 0.46738079211115763)	(38, 0.49752128709175836)	(40, 0.5226969064424936)	(42, 0.5463588137117166)	(44, 0.5695844819087281)	(46, 0.5961500664408357)	(48, 0.6173945342669167)	(50, 0.6348803462473265)	(52, 0.6510724406353621)	(54, 0.6671832870586591)	(56, 0.6826416498266719)	(58, 0.6980887628764899)	(60, 0.7123321560794902)	(62, 0.7274205281157706)	(64, 0.7510886852284351)	(66, 0.7794792240454377)	(68, 0.8056235691295933)	(70, 0.8575485184096139)	(72, 0.906478542712505)	(74, 0.9238006087947497)	(76, 0.9390877258524675)	(78, 0.9547973323268253)	(80, 0.9730043762403752)	(82, 1.0029486261369152)	(84, 1.0303929386568866)	(86, 1.0507274292778965)	(88, 1.0717656522704107)	(90, 1.0882277398951157)
ERR950172_1 - illumina_universal_adapter	(1, 0.07270448414023839)	(2, 0.10660744707642929)	(3, 0.1509208754406953)	(4, 0.189150212107573)	(5, 0.27380882499558923)	(6, 0.4229637495985446)	(7, 0.7177046492093028)	(8, 0.9266960805194546)	(9, 0.9731047745629972)	(10, 0.9903835126548696)	(12, 0.9995240577252693)	(14, 1.0049680436994208)	(16, 1.0135425788859296)	(18, 1.0260483099932811)	(20, 1.0454470123775454)	(22, 1.0653067555399607)	(24, 1.0910982822855537)	(26, 1.127034764368233)	(28, 1.1793793584304724)	(30, 1.249050029593055)	(32, 1.3223863865854917)	(34, 1.4158274146537364)	(36, 1.532725950528184)	(38, 1.6587115178112812)	(40, 1.7909602417368524)	(42, 1.9455859091448344)	(44, 2.1144009297875237)	(46, 2.30166375620954)	(48, 2.521905405793685)	(50, 2.7938556601523525)	(52, 3.142737977929484)	(54, 3.5137502530578733)	(56, 3.938940994272309)	(58, 4.366620120758106)	(60, 4.78677851955031)	(62, 5.303261509491965)	(64, 5.767515165565918)	(66, 6.269504186044443)	(68, 6.823302663967712)	(70, 7.465585981594099)	(72, 8.15521242412689)	(74, 8.954163161178787)	(76, 9.813808681743634)	(78, 10.599854393442815)	(80, 11.39818354873131)	(82, 12.263021952703639)	(84, 13.110781265706773)	(86, 14.046644648127504)	(88, 15.088261317254426)	(90, 15.792947739134236)
