Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
ERR950168_1	(1, 30.951220412880033)	(2, 31.90834534499458)	(3, 32.31001850819382)	(4, 36.015310743783736)	(5, 35.929451068084546)	(6, 35.929028241553006)	(7, 35.85346873094642)	(8, 35.779695094465644)	(9, 37.500297431611806)	(10, 37.45343585692616)	(12, 37.33220548149201)	(14, 38.5385522747096)	(16, 38.521326689489825)	(18, 38.46332154444475)	(20, 38.59805788396474)	(22, 38.79870262016779)	(24, 38.78105103741818)	(26, 38.72636994150511)	(28, 38.51698495060267)	(30, 38.432581124371765)	(32, 38.22346845799973)	(34, 38.076660669867366)	(36, 38.093425195949635)	(38, 37.94243078694143)	(40, 37.77220660137621)	(42, 37.55778853375046)	(44, 37.29384364730632)	(46, 37.15853397925365)	(48, 36.86697553795585)	(50, 35.64671954205968)	(52, 35.67770137946454)	(54, 36.05892481482775)	(56, 35.99675829647549)	(58, 35.76752741207605)	(60, 35.378955890610996)	(62, 34.85525438430653)	(64, 34.307930385749934)	(66, 33.83175220936295)	(68, 33.32677014958683)	(70, 32.72532313074668)	(72, 31.920573075655604)	(74, 31.572789503112595)	(76, 31.06009613744311)	(78, 30.56138954349265)	(80, 30.08449197195553)	(82, 29.431761902984313)	(84, 28.788398962963143)	(86, 28.443893359728882)	(88, 27.73938474203929)	(90, 27.001226534110913)	(92, 26.41864209825358)	(94, 25.460628764807858)	(96, 24.31309881191926)	(98, 22.8779959611918)	(100, 18.707854321930185)
ERR950169_1	(1, 31.95456362089595)	(2, 26.460974174075403)	(3, 29.350011207476147)	(4, 34.961328844654766)	(5, 35.460719741384146)	(6, 35.49448322088654)	(7, 35.65239233875497)	(8, 35.63182108463794)	(9, 37.36385067549942)	(10, 37.346197481047255)	(12, 37.246167924915284)	(14, 38.5014049677675)	(16, 38.435687383007604)	(18, 38.416400444669875)	(20, 38.3663196399836)	(22, 38.504450544206264)	(24, 38.46094609905474)	(26, 38.28430906472868)	(28, 38.11027723910156)	(30, 37.90007267960405)	(32, 37.77055473807358)	(34, 37.62866145061123)	(36, 37.46760132100708)	(38, 37.28470684676299)	(40, 36.92164733405823)	(42, 36.64681903406487)	(44, 36.47692781583219)	(46, 36.15305574443313)	(48, 35.87592117687843)	(50, 34.47499664797172)	(52, 34.43776012768441)	(54, 34.9916739462937)	(56, 34.83259015393854)	(58, 34.36385636861489)	(60, 33.79847409183317)	(62, 33.32654112110272)	(64, 32.7509703306967)	(66, 32.257396205717285)	(68, 31.585338238806035)	(70, 30.964307365506457)	(72, 30.254878166277244)	(74, 29.706917979510614)	(76, 28.988641904147944)	(78, 28.298056346341145)	(80, 27.485103535238444)	(82, 26.848592284816082)	(84, 26.180020667661545)	(86, 25.4929145046973)	(88, 24.706297204602187)	(90, 23.800382231867708)	(92, 22.941658770160274)	(94, 21.929591528427856)	(96, 20.845129743998775)	(98, 19.302399577573837)	(100, 15.598766029988088)
ERR950170_1	(1, 31.55429358056306)	(2, 27.121468883318055)	(3, 29.65910744595158)	(4, 35.020972407285946)	(5, 35.356535809292964)	(6, 35.32537847235484)	(7, 35.4380926618149)	(8, 35.380775682219806)	(9, 37.07991585988144)	(10, 37.061360340638274)	(12, 36.99302257841613)	(14, 38.14521020305016)	(16, 38.03095100431155)	(18, 38.039253505331516)	(20, 38.002282009127356)	(22, 37.83301962939183)	(24, 38.022190946727676)	(26, 37.90026751326532)	(28, 37.69305433030671)	(30, 37.51014092660175)	(32, 37.37144845333036)	(34, 37.186534277385526)	(36, 37.06610593980369)	(38, 36.926710545132885)	(40, 36.59394067063245)	(42, 36.38733299082926)	(44, 36.14353986365477)	(46, 35.88346434376112)	(48, 35.615125850432406)	(50, 34.40063832779116)	(52, 34.492129945107564)	(54, 34.95487900561852)	(56, 34.76111369124166)	(58, 34.395708773326824)	(60, 34.04486539747019)	(62, 33.546719555509064)	(64, 32.994478249203354)	(66, 32.435149582015434)	(68, 31.82595577324463)	(70, 31.198269682533706)	(72, 30.477897144782816)	(74, 29.966672250180025)	(76, 29.324602149904315)	(78, 28.70439685107612)	(80, 27.93257893952512)	(82, 27.296889264478764)	(84, 26.52317015125502)	(86, 25.93346918136356)	(88, 25.216678280101142)	(90, 24.285812743515717)	(92, 23.44807911652807)	(94, 22.43515562901848)	(96, 21.37212424862571)	(98, 19.92513548874031)	(100, 16.404798392576765)
ERR950171_1	(1, 31.877097203715046)	(2, 27.260765617821274)	(3, 29.747629396883607)	(4, 35.06488672458755)	(5, 35.47656386207525)	(6, 35.49864363397697)	(7, 35.63796541896625)	(8, 35.61906641738624)	(9, 37.35534652356959)	(10, 37.32137884945982)	(12, 37.21328753214732)	(14, 38.43416301171656)	(16, 38.35254706869593)	(18, 38.32048979673059)	(20, 38.28596923647063)	(22, 38.4477624710501)	(24, 38.41104884072654)	(26, 38.24264189682049)	(28, 38.052942686285704)	(30, 37.86513436588413)	(32, 37.73570520808454)	(34, 37.59085413660388)	(36, 37.47711819818913)	(38, 37.31090027444812)	(40, 36.99186832869837)	(42, 36.72721979564412)	(44, 36.58125191463954)	(46, 36.28632330260127)	(48, 36.03619356835111)	(50, 34.728404715961865)	(52, 34.681313458097875)	(54, 35.284832577443936)	(56, 35.185310632968644)	(58, 34.78804004709682)	(60, 34.27328250427327)	(62, 33.82378632665252)	(64, 33.334511582984845)	(66, 32.862440233372155)	(68, 32.19863147428157)	(70, 31.593150141588954)	(72, 30.91947871705814)	(74, 30.419037778103657)	(76, 29.71798621444533)	(78, 29.025473474389468)	(80, 28.220299968985778)	(82, 27.55289909987755)	(84, 26.892818234903217)	(86, 26.186910242898414)	(88, 25.382683238784868)	(90, 24.489680533502636)	(92, 23.675891831409622)	(94, 22.65961008926726)	(96, 21.558408599364586)	(98, 20.015071834950533)	(100, 16.276592583855773)
ERR950172_1	(1, 31.991348528633637)	(2, 32.228196743553724)	(3, 32.455914910313986)	(4, 36.00977237675824)	(5, 35.90961752468688)	(6, 35.85001709555671)	(7, 35.75396377750798)	(8, 35.77726090898635)	(9, 37.50263546551246)	(10, 37.453589185992165)	(12, 37.33196524970998)	(14, 38.58094038075876)	(16, 38.551744685331855)	(18, 38.58073441490755)	(20, 38.577631322320116)	(22, 38.67989308958327)	(24, 38.64014816368693)	(26, 38.43834374064283)	(28, 38.2883712507814)	(30, 38.20754082001536)	(32, 38.10172479883185)	(34, 37.99486843089958)	(36, 37.87332445637735)	(38, 37.69693570893376)	(40, 37.482689956416)	(42, 37.237646494678145)	(44, 37.06856075665354)	(46, 36.81759919848061)	(48, 36.57255596314671)	(50, 35.37523919577693)	(52, 35.30867466336407)	(54, 35.856129734734424)	(56, 35.84443809049753)	(58, 35.5046639831898)	(60, 35.05959958526089)	(62, 34.76969238947638)	(64, 34.30516888047197)	(66, 33.91464266334695)	(68, 33.245315846276156)	(70, 32.67743298422393)	(72, 32.11070362973288)	(74, 31.53430820543088)	(76, 31.04746225455033)	(78, 30.367916571542704)	(80, 29.82253933274721)	(82, 29.282141354937924)	(84, 28.732597480692064)	(86, 28.198345444023843)	(88, 27.48201679571555)	(90, 26.717421253205984)	(92, 26.06093656235317)	(94, 25.228385255718326)	(96, 24.219698629992628)	(98, 22.76651738276042)	(100, 18.363859124544486)
ERR950173_1	(1, 31.559168755691694)	(2, 31.905252901356025)	(3, 32.35569868174863)	(4, 36.042750662209265)	(5, 35.95153243856725)	(6, 35.90851936763047)	(7, 35.86586557451079)	(8, 35.82646698853577)	(9, 37.54025067894581)	(10, 37.46782980070529)	(12, 37.374902218007996)	(14, 38.58841617111281)	(16, 38.61258265063448)	(18, 38.552332993125034)	(20, 38.530682827676685)	(22, 38.71926645552249)	(24, 38.81213041399313)	(26, 38.628319516048116)	(28, 38.463427252733794)	(30, 38.37212037612391)	(32, 38.24944077119562)	(34, 38.141894729976656)	(36, 38.04198755186554)	(38, 37.895994270421575)	(40, 37.720515737119)	(42, 37.5592363611872)	(44, 37.26790310676921)	(46, 37.12422834387533)	(48, 36.839840932840204)	(50, 35.73358205866798)	(52, 35.818618462173276)	(54, 36.29946789961238)	(56, 36.28864655725227)	(58, 36.04599232796811)	(60, 35.673082113746425)	(62, 35.30405964660939)	(64, 34.839088422307846)	(66, 34.36938699414302)	(68, 33.91331722770606)	(70, 33.29932444714123)	(72, 32.791066864421616)	(74, 32.409906167832446)	(76, 31.872077875444813)	(78, 31.29178270670697)	(80, 30.795707857432234)	(82, 30.27335531500915)	(84, 29.607160771041436)	(86, 29.309838445688293)	(88, 28.79310755633673)	(90, 28.182904259054926)	(92, 27.74644323075759)	(94, 26.86979498544732)	(96, 25.799127158785986)	(98, 24.477549853093713)	(100, 20.329974613198175)
ERR950174_1	(1, 31.058695381386777)	(2, 31.979726901033786)	(3, 32.35868751725529)	(4, 36.044238179662365)	(5, 35.964994334705274)	(6, 35.952636608084084)	(7, 35.88159406025269)	(8, 35.816800856910326)	(9, 37.53948774023502)	(10, 37.49427760432154)	(12, 37.380082534979984)	(14, 38.595014928649604)	(16, 38.596527813945045)	(18, 38.519353003582225)	(20, 38.671159721790545)	(22, 38.85503977626506)	(24, 38.84151783017812)	(26, 38.78093373721208)	(28, 38.57316580333223)	(30, 38.495579906096026)	(32, 38.28594424098771)	(34, 38.1293460826665)	(36, 38.14616782392602)	(38, 37.97762548589812)	(40, 37.821568876631616)	(42, 37.61543571008507)	(44, 37.34728994668791)	(46, 37.21290783981908)	(48, 36.93593528883803)	(50, 35.75056116938275)	(52, 35.774111643146675)	(54, 36.158745414223326)	(56, 36.10412788101817)	(58, 35.89346767877959)	(60, 35.54537143861045)	(62, 35.03383760576477)	(64, 34.48407309370213)	(66, 34.03681317551629)	(68, 33.519646288485944)	(70, 32.921074940373)	(72, 32.118522041688536)	(74, 31.74490521481519)	(76, 31.220523207148023)	(78, 30.68297327931323)	(80, 30.185267377670556)	(82, 29.508913029025848)	(84, 28.852139027764544)	(86, 28.498708638408434)	(88, 27.792985478717206)	(90, 27.047214629428602)	(92, 26.46754665738011)	(94, 25.478045652923317)	(96, 24.314629280601572)	(98, 22.882185170136047)	(100, 18.617184479324493)
ERR950175_1	(1, 31.591507420178463)	(2, 26.914448189525352)	(3, 29.551624582836176)	(4, 34.986811063132)	(5, 35.33349175537306)	(6, 35.30653776272543)	(7, 35.44260129273522)	(8, 35.396035554198534)	(9, 37.069416252097014)	(10, 37.06684862813194)	(12, 36.98759219252976)	(14, 38.16378982121692)	(16, 38.05113467564918)	(18, 38.09193460531519)	(20, 38.03733307050484)	(22, 37.894443924425936)	(24, 38.07303629165348)	(26, 37.952629109342624)	(28, 37.79615260811433)	(30, 37.56646518851583)	(32, 37.44332730490919)	(34, 37.33205614892155)	(36, 37.17347183143838)	(38, 37.048819414652954)	(40, 36.7152652215222)	(42, 36.479735482812664)	(44, 36.276946494430845)	(46, 36.023542659380816)	(48, 35.75673498004124)	(50, 34.48499947974458)	(52, 34.57727564482532)	(54, 35.02235499159489)	(56, 34.85476305919285)	(58, 34.446951822073785)	(60, 34.0393873686817)	(62, 33.56940281927265)	(64, 32.931698050435216)	(66, 32.37004545554048)	(68, 31.77153551823552)	(70, 31.115332470931797)	(72, 30.42338434039715)	(74, 29.89634642813382)	(76, 29.204487547700744)	(78, 28.566466432295865)	(80, 27.823596721168396)	(82, 27.199158021329335)	(84, 26.432008640077918)	(86, 25.811573916923454)	(88, 25.069411898866896)	(90, 24.103832160910734)	(92, 23.251153197310707)	(94, 22.2409795386102)	(96, 21.134903989420906)	(98, 19.63117209850283)	(100, 16.048894307979268)
ERR950176_1	(1, 31.276417295758748)	(2, 27.17351289787838)	(3, 29.656120221185994)	(4, 35.01140296478277)	(5, 35.36233262970428)	(6, 35.33684571442201)	(7, 35.402053046475295)	(8, 35.43397868441243)	(9, 37.13881190047425)	(10, 37.0686494694955)	(12, 36.970096242143796)	(14, 38.13845467953075)	(16, 38.084315353026994)	(18, 38.02725294470748)	(20, 38.098044447889706)	(22, 38.02844764324019)	(24, 38.20215688145242)	(26, 38.01220035141699)	(28, 37.74399697081728)	(30, 37.60765015722333)	(32, 37.463069730832075)	(34, 37.24425594208775)	(36, 37.275163126657205)	(38, 37.085555727818786)	(40, 36.810170759243576)	(42, 36.69224306607355)	(44, 36.403404948460164)	(46, 36.12214845380497)	(48, 35.72676149757705)	(50, 34.60940437999149)	(52, 34.69070706769547)	(54, 35.11617826064487)	(56, 34.96227828727942)	(58, 34.63866505269267)	(60, 34.24965701064984)	(62, 33.734141811069634)	(64, 33.117169403664434)	(66, 32.50905443385688)	(68, 31.812392676692387)	(70, 31.041346435939943)	(72, 30.297809527216927)	(74, 29.75530116913732)	(76, 29.07878230432553)	(78, 28.395449686547167)	(80, 27.500460380118703)	(82, 26.921079911589207)	(84, 26.316619340655848)	(86, 25.807029492790782)	(88, 25.169165881543847)	(90, 24.457516189431253)	(92, 23.69697852937552)	(94, 22.85384181464741)	(96, 21.823199524553473)	(98, 20.525042893545297)	(100, 17.010488803552335)
ERR950177_1	(1, 31.89950236525684)	(2, 32.11236354651111)	(3, 32.35163630724932)	(4, 35.938912666825516)	(5, 35.84106621248356)	(6, 35.75168370903874)	(7, 35.652876654072415)	(8, 35.67825762284228)	(9, 37.419028372576385)	(10, 37.37256732798046)	(12, 37.24877114642993)	(14, 38.46574195356726)	(16, 38.44891215414658)	(18, 38.455244957571615)	(20, 38.46177585677263)	(22, 38.56976200771792)	(24, 38.526347011355)	(26, 38.3461186843314)	(28, 38.13600140692545)	(30, 38.09672793179857)	(32, 37.99789732301756)	(34, 37.87625611590242)	(36, 37.80892233628628)	(38, 37.65609991271852)	(40, 37.44181218133538)	(42, 37.227826867485525)	(44, 37.045723228179526)	(46, 36.80108963182509)	(48, 36.52673696251182)	(50, 35.351435101781476)	(52, 35.27546280829549)	(54, 35.849540648085)	(56, 35.81964102389546)	(58, 35.45970564245183)	(60, 34.98687079692577)	(62, 34.64091173643932)	(64, 34.15220180891616)	(66, 33.73362816573985)	(68, 33.07420031542361)	(70, 32.468762241785264)	(72, 31.90808452646747)	(74, 31.364514423717367)	(76, 30.873734576033435)	(78, 30.22230455901838)	(80, 29.694257344650932)	(82, 29.13635458807719)	(84, 28.549328873867115)	(86, 27.99182766676038)	(88, 27.279238499498035)	(90, 26.518095359961542)	(92, 25.87330611092271)	(94, 25.027609861421205)	(96, 23.987417976624364)	(98, 22.504936803917538)	(100, 18.137761660609073)
ERR950178_1	(1, 31.980842218581213)	(2, 32.236960946865516)	(3, 32.45218691718686)	(4, 36.01274732293131)	(5, 35.90551810794721)	(6, 35.84990100273402)	(7, 35.75228434583753)	(8, 35.77869846202485)	(9, 37.499810381532384)	(10, 37.45368207122773)	(12, 37.336367380555444)	(14, 38.5844380690759)	(16, 38.56524326302484)	(18, 38.60562035055878)	(20, 38.618121285184166)	(22, 38.72676473869619)	(24, 38.69435331491282)	(26, 38.50726382694565)	(28, 38.374600832925246)	(30, 38.30864575617102)	(32, 38.20221255181315)	(34, 38.101106892351524)	(36, 37.990160324624085)	(38, 37.83533084259224)	(40, 37.63540985376446)	(42, 37.40747208670865)	(44, 37.26196839257218)	(46, 37.050770842601345)	(48, 36.85412349892334)	(50, 35.68879550411711)	(52, 35.638047043209454)	(54, 36.2000431397662)	(56, 36.20923801372104)	(58, 35.89542762482925)	(60, 35.47724823069866)	(62, 35.21763503719856)	(64, 34.75687452773204)	(66, 34.400667027580965)	(68, 33.74408490719317)	(70, 33.203826575408534)	(72, 32.66193333677025)	(74, 32.08851990201067)	(76, 31.616409047682072)	(78, 30.940064195249704)	(80, 30.393660115924277)	(82, 29.8553145274756)	(84, 29.272251642768897)	(86, 28.7204208752312)	(88, 27.993273125059915)	(90, 27.244870182193434)	(92, 26.589404510002325)	(94, 25.765950683872653)	(96, 24.77142682045394)	(98, 23.31377994599487)	(100, 18.87049933065459)
ERR950179_1	(1, 31.3685693116324)	(2, 32.185834166097614)	(3, 32.51672346667012)	(4, 36.13951155298093)	(5, 36.065187348336124)	(6, 36.04534191398856)	(7, 35.98648361188376)	(8, 35.93110116101082)	(9, 37.68409983392627)	(10, 37.638223006001844)	(12, 37.53521227665539)	(14, 38.78954524930498)	(16, 38.81216527558862)	(18, 38.736460480852685)	(20, 38.87463496120523)	(22, 39.00935976305223)	(24, 38.994835880595105)	(26, 38.906093927435165)	(28, 38.70691489653681)	(30, 38.65059336824426)	(32, 38.43502330674203)	(34, 38.27596307568751)	(36, 38.26800107769384)	(38, 38.11188710336506)	(40, 37.948727600885675)	(42, 37.7319507079001)	(44, 37.47037985878272)	(46, 37.33539109438044)	(48, 37.03797928557455)	(50, 35.87361029189692)	(52, 35.898632776390926)	(54, 36.31803198414674)	(56, 36.27476524196303)	(58, 36.07672023992666)	(60, 35.71447473998033)	(62, 35.24247675593104)	(64, 34.738781591400226)	(66, 34.29614377558526)	(68, 33.810253619659754)	(70, 33.20865256749917)	(72, 32.4866786765055)	(74, 32.10211024608758)	(76, 31.575077667918976)	(78, 31.026898319156395)	(80, 30.520262981290266)	(82, 29.884976385410116)	(84, 29.21037858098778)	(86, 28.868083008230347)	(88, 28.18347163190542)	(90, 27.45548749263415)	(92, 26.90951395294919)	(94, 25.935573075468504)	(96, 24.816075678961546)	(98, 23.371744586786978)	(100, 19.04633653417759)
ERR950180_1	(1, 32.06306061038925)	(2, 32.318507950121806)	(3, 32.53041147697473)	(4, 36.07140290080888)	(5, 35.97015759779702)	(6, 35.914254377312176)	(7, 35.817525863219316)	(8, 35.84495524008915)	(9, 37.58414082248734)	(10, 37.53677982742893)	(12, 37.41698303952513)	(14, 38.6935618184844)	(16, 38.680698398630014)	(18, 38.714740701959656)	(20, 38.72162310210572)	(22, 38.80332041015101)	(24, 38.761788094755026)	(26, 38.56099060637035)	(28, 38.407343281534196)	(30, 38.34595241329812)	(32, 38.242380925410615)	(34, 38.126513344177184)	(36, 38.01635048169627)	(38, 37.85494431917066)	(40, 37.63080867636545)	(42, 37.40560056445996)	(44, 37.241905744434476)	(46, 37.01586241481399)	(48, 36.798416501483416)	(50, 35.61177581621967)	(52, 35.551346462649974)	(54, 36.10241100277338)	(56, 36.094113112212796)	(58, 35.748977002229424)	(60, 35.31189437559887)	(62, 35.019976394828504)	(64, 34.54839669034469)	(66, 34.153210831720884)	(68, 33.48884009693698)	(70, 32.93746380831246)	(72, 32.404508336970274)	(74, 31.838006963573818)	(76, 31.38586622874078)	(78, 30.726481947779916)	(80, 30.19220001180982)	(82, 29.64574624482842)	(84, 29.06267309878854)	(86, 28.519088925140906)	(88, 27.79390283231011)	(90, 27.001613677158044)	(92, 26.337207178332893)	(94, 25.491987513421314)	(96, 24.46274915125585)	(98, 22.98344997514904)	(100, 18.448563456576952)
ERR950181_1	(1, 31.572416571678527)	(2, 26.924556320996345)	(3, 29.54767365759299)	(4, 34.97570883475833)	(5, 35.32540048151012)	(6, 35.2930512554385)	(7, 35.41381800727974)	(8, 35.36482463439704)	(9, 37.04598754568178)	(10, 37.03672908887931)	(12, 36.95657107063279)	(14, 38.12670048854685)	(16, 38.018892502004235)	(18, 38.04289692626178)	(20, 37.99809863441851)	(22, 37.84551386788233)	(24, 38.03291367074573)	(26, 37.91805761823426)	(28, 37.742487208559815)	(30, 37.51567812186181)	(32, 37.3844664787064)	(34, 37.24904281924029)	(36, 37.1007904310967)	(38, 36.964724447881196)	(40, 36.63361073578018)	(42, 36.41194062528652)	(44, 36.183515716742775)	(46, 35.9380408521226)	(48, 35.67736413876557)	(50, 34.39693572390618)	(52, 34.49452415286375)	(54, 34.946218270890654)	(56, 34.75058350409571)	(58, 34.35797677925204)	(60, 33.96849709335131)	(62, 33.47561257212746)	(64, 32.84368425996109)	(66, 32.28997598783225)	(68, 31.694790764626916)	(70, 31.036168815264034)	(72, 30.33285960918878)	(74, 29.805221729239115)	(76, 29.14732021442641)	(78, 28.526296034875614)	(80, 27.78173768319155)	(82, 27.166800063307406)	(84, 26.40606563099276)	(86, 25.80662166016947)	(88, 25.081156059934408)	(90, 24.147652354296227)	(92, 23.305074795967638)	(94, 22.311051498441298)	(96, 21.235447388156338)	(98, 19.75802262614035)	(100, 16.187411157412438)
ERR950182_1	(1, 31.36558449911436)	(2, 31.615362816210958)	(3, 32.1004527601412)	(4, 35.83954394989272)	(5, 35.716387500311846)	(6, 35.61616051604131)	(7, 35.59805303394123)	(8, 35.5893519702375)	(9, 37.24357848518112)	(10, 37.175542863892076)	(12, 37.083914989459636)	(14, 38.24032215940275)	(16, 38.20113558402355)	(18, 38.17703798585471)	(20, 38.19477869910688)	(22, 38.21206051276694)	(24, 38.388465550469014)	(26, 38.25160645067234)	(28, 38.10376155386189)	(30, 37.99122746529164)	(32, 37.7766198405224)	(34, 37.680522017045455)	(36, 37.655649932017766)	(38, 37.518629666762294)	(40, 37.3713210850963)	(42, 37.16423795186358)	(44, 36.912516956578685)	(46, 36.718224501983336)	(48, 36.449518511126634)	(50, 35.44924895999651)	(52, 35.547845676423265)	(54, 35.91952458431045)	(56, 35.89497036691698)	(58, 35.68729706678475)	(60, 35.28955751515567)	(62, 34.89289819504042)	(64, 34.37799285562818)	(66, 33.99773479599092)	(68, 33.50307144059974)	(70, 32.84352837556756)	(72, 32.26244852606402)	(74, 31.932161815655874)	(76, 31.487465599584624)	(78, 30.917873403352957)	(80, 30.308079264014317)	(82, 29.80732070074718)	(84, 29.229752714611813)	(86, 28.901397943225476)	(88, 28.380919931425257)	(90, 27.861769444323173)	(92, 27.369199992515718)	(94, 26.599952014831352)	(96, 25.511242133706716)	(98, 24.191991778203274)	(100, 20.265220907188656)
ERR950183_1	(1, 32.57751117786695)	(2, 32.934935905313395)	(3, 33.06259458912938)	(4, 36.497836557824776)	(5, 36.40421156985375)	(6, 36.38199614411612)	(7, 36.23404670400741)	(8, 36.30140846424359)	(9, 38.119461837047744)	(10, 38.06533905233423)	(12, 37.950958528744096)	(14, 39.36941289451829)	(16, 39.42468897759695)	(18, 39.51416901141408)	(20, 39.54523527133251)	(22, 39.52889559098628)	(24, 39.5073327550337)	(26, 39.31978020706643)	(28, 39.23229175534976)	(30, 39.23803527630731)	(32, 39.17855352369771)	(34, 39.08682334446458)	(36, 38.96535119181049)	(38, 38.8334819700854)	(40, 38.64430624211835)	(42, 38.481969057030916)	(44, 38.33385890523211)	(46, 38.193244361203156)	(48, 38.07975329498039)	(50, 36.953969411448284)	(52, 36.98830186058056)	(54, 37.50869913925084)	(56, 37.53141022320961)	(58, 37.28445706173959)	(60, 36.974077574089314)	(62, 36.818642620972426)	(64, 36.37865289702644)	(66, 36.0848420167773)	(68, 35.60123473781554)	(70, 35.177042289990816)	(72, 34.845037405567865)	(74, 34.35539916474377)	(76, 34.091404885050565)	(78, 33.63277044687595)	(80, 33.29557976869481)	(82, 33.05551600397274)	(84, 32.73009301163779)	(86, 32.58728407392675)	(88, 32.310178582079025)	(90, 32.02158620841318)	(92, 31.911856122916696)	(94, 31.796236589900943)	(96, 31.826570697224746)	(98, 32.10751673623175)	(100, 31.880399878021628)
ERR950184_1	(1, 31.883518187166327)	(2, 25.979609021619527)	(3, 29.141978095597576)	(4, 34.93266985011367)	(5, 35.44290899386133)	(6, 35.48280307676845)	(7, 35.63877119970729)	(8, 35.61115286553826)	(9, 37.35918030572695)	(10, 37.33492985229818)	(12, 37.25611245049379)	(14, 38.50326739401275)	(16, 38.40716780090573)	(18, 38.431749478087276)	(20, 38.38916407090816)	(22, 38.27899469122535)	(24, 38.37062118830123)	(26, 38.205333223579345)	(28, 38.04291962314168)	(30, 37.82530448806104)	(32, 37.67562234396795)	(34, 37.50294665290224)	(36, 37.28734870317231)	(38, 37.13271879156893)	(40, 36.70940544276223)	(42, 36.441958303417834)	(44, 36.20285135399276)	(46, 35.906686946847415)	(48, 35.59431102447398)	(50, 34.28572500331719)	(52, 34.33440583908141)	(54, 34.784038288712814)	(56, 34.582863701713066)	(58, 34.169125979086715)	(60, 33.72089978879359)	(62, 33.25649168831494)	(64, 32.65223715438391)	(66, 32.09914154095554)	(68, 31.4873252371138)	(70, 30.85760959374589)	(72, 30.17522160583141)	(74, 29.6168127195311)	(76, 28.92155787282498)	(78, 28.262879659901074)	(80, 27.43459873555159)	(82, 26.767569601970308)	(84, 25.943344172134417)	(86, 25.324887698997806)	(88, 24.51934396256084)	(90, 23.551840569672358)	(92, 22.61480742375572)	(94, 21.579990585834253)	(96, 20.490538275951337)	(98, 18.972754978680406)	(100, 15.33928829319122)
ERR950185_1	(1, 32.22583633655987)	(2, 32.5279672045106)	(3, 32.70171360002072)	(4, 36.205856466687095)	(5, 36.09875578449945)	(6, 36.055731691491744)	(7, 35.93162720707244)	(8, 35.977164695757565)	(9, 37.731006702039295)	(10, 37.68091096011723)	(12, 37.56552490075619)	(14, 38.88911439130626)	(16, 38.903945097657015)	(18, 38.962624447843)	(20, 38.97956877146096)	(22, 39.02797145747242)	(24, 38.990018298630076)	(26, 38.785595897144695)	(28, 38.665204876902735)	(30, 38.622134734584385)	(32, 38.524996395457734)	(34, 38.41136986810497)	(36, 38.270526145009406)	(38, 38.08984054996704)	(40, 37.87333705526852)	(42, 37.65560321852418)	(44, 37.47184063703753)	(46, 37.25911360482258)	(48, 37.030722830456284)	(50, 35.84779309621528)	(52, 35.826693503204865)	(54, 36.33449286950099)	(56, 36.32622863143334)	(58, 35.9973390286428)	(60, 35.57266639880689)	(62, 35.323486811900636)	(64, 34.794941895951936)	(66, 34.41284009395736)	(68, 33.7423010601691)	(70, 33.17416890526793)	(72, 32.640117786510615)	(74, 32.02347230573926)	(76, 31.566021868771532)	(78, 30.86418618989135)	(80, 30.324051156887318)	(82, 29.80200799297034)	(84, 29.196180706210384)	(86, 28.65812836746059)	(88, 27.922615411451428)	(90, 27.14078015912446)	(92, 26.451744198300148)	(94, 25.610813119788)	(96, 24.608505919431472)	(98, 23.11777934553077)	(100, 18.37567165894548)
ERR950186_1	(1, 31.14201681371886)	(2, 27.80138278761856)	(3, 30.006383128024662)	(4, 35.119234581108216)	(5, 35.36035660431631)	(6, 35.341433016350194)	(7, 35.42308845754444)	(8, 35.42728646310706)	(9, 37.07816333229067)	(10, 37.02715033310242)	(12, 36.93748684282656)	(14, 38.08534786530413)	(16, 37.96691214830274)	(18, 37.97028908857698)	(20, 37.94025680063458)	(22, 37.943213882687154)	(24, 38.1199404957877)	(26, 37.97143960354168)	(28, 37.7829840990164)	(30, 37.6158181760713)	(32, 37.41166450799821)	(34, 37.248477966642795)	(36, 37.19944121500147)	(38, 37.066656002170525)	(40, 36.805400336499275)	(42, 36.59313210052623)	(44, 36.36189753210441)	(46, 36.09300981382327)	(48, 35.8531918577455)	(50, 34.74579537192584)	(52, 34.838070564509366)	(54, 35.173745239495425)	(56, 35.08144598962505)	(58, 34.74682906038076)	(60, 34.3287174517974)	(62, 33.86984191497301)	(64, 33.27017423350331)	(66, 32.78608437148185)	(68, 32.17789298605207)	(70, 31.503444516922652)	(72, 30.83969254823468)	(74, 30.42012696048417)	(76, 29.874538419955606)	(78, 29.258395371399637)	(80, 28.424700259721387)	(82, 27.85069038646671)	(84, 27.213717764091612)	(86, 26.72367861612827)	(88, 26.08446653966582)	(90, 25.407421685602365)	(92, 24.649792597354796)	(94, 23.812666700328847)	(96, 22.68893030706721)	(98, 21.366512476577483)	(100, 17.967400934705786)
